LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Senior Centers,Sunland Senior Citizen Center,8640,,,Fenwick,St,,,,,,,,"Sunland
CA 91040
(34.2612, -118.321)",CA,91040,http://www.laparks.org/dos/senior/facility/sunlandParkSCC.htm,(818) 353-9571,7,34.26116,-118.321488
Senior Centers,Robert Wilkinson Multipurpose Senior Citizen Center,8956,,,Vanalden,Ave,,,,,,,,"Northridge
CA 91324
(34.2334, -118.549)",CA,91324,http://www.laparks.org/dos/senior/facility/wilkinsonRobertMSC.htm,(818) 756-7741,12,34.233362,-118.548728
Senior Centers,Westchester Senior Citizen Center,8740,,,Lincoln,Blvd,,,,,,,,"Los Angeles
CA 90045
(33.9587, -118.417)",CA,90045,http://www.laparks.org/dos/senior/facility/westchesterSCC.htm,(310) 649-3317,11,33.958727,-118.41738
Senior Centers,Vineyard Senior Citizen Center,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles
CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/senior/facility/vineyardSCC.htm,(323) 732-2469,10,34.02828057,-118.34653
Senior Centers,Jim Gilliam Senior Citizen Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles
CA 90008
(34.0124, -118.353)",CA,90008,http://www.laparks.org/dos/senior/facility/jimGilliamSCC.htm,(323) 291-5928,10,34.012395,-118.353138
Senior Centers,Lincoln Heights Senior Citizen Center,2323,,,Workman,St,,,,,,,,"Los Angeles
CA 90031
(34.0726, -118.215)",CA,90031,http://www.laparks.org/dos/senior/facility/lincolnHeightsSCC.htm,(323) 225-9339,1,34.0725759,-118.2145078
Senior Centers,Canoga Park Senior Citizen Center,7326,,,Jordan,Ave,,,,,,,,"Canoga Park
CA 91303
(34.2037, -118.603)",CA,91303,http://www.laparks.org/dos/senior/facility/canogaParkSCC.htm,(818) 340-2633,3,34.20369,-118.602517
Senior Centers,Fairfax Senior Citizen Center,7929,,,Melrose,Ave,,,,,,,,"Los Angeles
CA 90046
(34.084, -118.362)",CA,90046,http://www.laparks.org/dos/senior/facility/fairfaxSCC.htm,(323) 653-1824,5,34.084022,-118.362491
Senior Centers,Mount Carmel Senior Citizen Center,7020,,S,Figueroa,St,,,,,,,,"Los Angeles
CA 90003
(33.9759, -118.283)",CA,90003,http://www.laparks.org/dos/senior/facility/mountCarmelSCC.htm,(323) 758-8716,8,33.97586797,-118.2825128
Senior Centers,Claude Pepper Senior Citizen Center,1762,,S,La Cienega,Blvd,,,,,,,,"Los Angeles
CA 90035
(34.0452, -118.377)",CA,90035,http://www.laparks.org/dos/senior/facility/claudePepperSCC.htm,(310) 559-9677,10,34.045157,-118.376682
Senior Centers,Banning / Wilmington Multipurpose Senior Citizen Center,1371,,,Eubank,Ave,,,,,,,,"Wilmington
CA 90744
(33.7912, -118.256)",CA,90744,http://www.laparks.org/dos/senior/facility/wilmingtonSCC.htm,(310) 548-4533,15,33.79123647,-118.2564546
Senior Centers,Las Palmas Senior Citizen Center,1820,,N,Las Palmas,Ave,,,,,,,,"Los Angeles
CA 90028
(34.1046, -118.336)",CA,90028,http://www.laparks.org/dos/senior/facility/lasPalmasSCC.htm,(323) 465-7787,13,34.104627,-118.336186
Senior Centers,Glassell Park Senior Citizen Center,3750,,N,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90063
(34.1177, -118.233)",CA,90063,http://www.laparks.org/dos/senior/facility/glassellSCC.htm,(323) 550-8809,1,34.117669,-118.232573
Senior Centers,Sherman Oaks / East Valley Adult Center,5056,,,Van Nuys,Blvd,,,,,,,,"Sherman Oaks
CA 91423
(34.1626, -118.449)",CA,91423,http://www.laparks.org/dos/senior/facility/shermanOaksEVAC.htm,(818) 981-1284,4,34.16255132,-118.4486914
Senior Centers,Van Nuys Multipurpose Senior Citizen Center (Bernardi Center),6514,,,Sylmar,Ave,,,,,,,,"Van Nuys
CA 91401
(34.1893, -118.446)",CA,91401,http://www.laparks.org/dos/senior/facility/vanNuysMSC.htm,(818) 781-1101,2,34.18928127,-118.4464449
Senior Centers,Montecito Heights Senior Citizen Center,4545,,,Homer,St,,,,,,,,"Los Angeles
CA 90031
(34.0959, -118.203)",CA,90031,http://www.laparks.org/dos/senior/facility/montecitoHeightsSCC.htm,(213) 485-8550,1,34.095856,-118.202986
Senior Centers,Pan Pacific Senior Activity Center,141,,S,Gardner,St,,,,,,,,"Los Angeles
CA 90036
(34.0723, -118.354)",CA,90036,http://www.laparks.org/dos/senior/facility/panPacificSAC.htm,(323) 935-5705,4,34.072251,-118.353683
Senior Centers,James Slauson Senior Citizen Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/dos/senior/facility/slausonSCC.htm,(323) 846-5392,9,33.99462127,-118.2476422
Senior Centers,El Sereno Senior Citizen Center,4818,,,Klamath,Pl,,,,,,,,"Los Angeles
CA 90032
(34.075, -118.18)",CA,90032,http://www.laparks.org/dos/senior/facility/elSerenoSCC.htm,(323) 222-2040,14,34.075035,-118.179899
Senior Centers,Betty Hill Senior Citizen Center,3571,,S,Denker,Ave,,,,,,,,"Los Angeles
CA 90018
(34.0231, -118.304)",CA,90018,http://www.laparks.org/dos/senior/facility/bettyHillSCC.htm,(323) 733-1946,8,34.023118,-118.304486
Senior Centers,Lou Costello (Hostetter) Senior Citizen Center,3121,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0208, -118.211)",CA,90023,http://www.laparks.org/dos/senior/facility/costelloSCC.htm,(213) 485-9143,14,34.020799,-118.210992
Senior Centers,Felicia Mahood Senior Multipurpose Center,11338,,,Santa Monica,Blvd,,,,,,,,"Los Angeles
CA 90025
(34.0456, -118.45)",CA,90025,http://www.laparks.org/dos/reccenter/facility/feliciamahoodMRC.htm,(310) 479-4119,11,34.045637,-118.449914
Senior Centers,EXPO Center / Ahmanson Senior Citizen Center,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.0116, -118.29)",CA,90037,http://www.laparks.org/dos/senior/facility/ahmansonEPICC.htm,(213) 763-0118,9,34.011553,-118.289849
Senior Centers,Anderson Memorial Senior Citizen Center,828,,S,Mesa,St,,,,,,,,"San Pedro
CA 90731
(33.7366, -118.285)",CA,90731,http://www.laparks.org/dos/senior/facility/andersonSCC.htm,(310) 548-7596,15,33.736593,-118.285441
Senior Centers,Watts Senior Citizen Center,1657,,E,Century,Blvd,,,,,,,,"Los Angeles
CA 90002
(33.9463, -118.244)",CA,90002,http://www.laparks.org/dos/senior/facility/wattsSCC.htm,(323) 564-9440,15,33.94634,-118.24394
Senior Centers,Westminster Senior Citizen Center,1234,,,Pacific,Ave,,,,,,,,"Venice
CA 90291
(33.9899, -118.474)",CA,90291,http://www.laparks.org/dos/senior/facility/westminsterSCC.htm,(310) 392-5566,11,33.989939,-118.473588
Senior Centers,North Hollywood Senior Citizen Center,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1678, -118.379)",CA,91601,http://www.laparks.org/dos/senior/facility/northHollywoodSCC.htm,(818) 763-7651,2,34.167755,-118.379341
Senior Centers,Griffith Park Adult Community Center,3203,,,Riverside,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1142, -118.269)",CA,90027,http://www.laparks.org/dos/senior/facility/griffithParkAdultCC.htm,(323) 644-5579,4,34.114167,-118.26892
Senior Centers,Highland Adult Center,6152,,N,Figueroa,St,,,,,,,,"Los Angeles
CA 90042
(34.1139, -118.186)",CA,90042,http://www.laparks.org/dos/senior/facility/highlandParkSCC.htm,(323) 256-6866,14,34.11389422,-118.1857243
Senior Centers,Mid-Valley Senior Citizen Center (Sepulveda Recreation Center),8801,,,Kester,Ave,,,,,,,,"Panorama City
CA 91402
(34.2302, -118.458)",CA,91402,http://www.laparks.org/dos/senior/facility/midValleySCC.htm,(818) 893-3700,6,34.23019158,-118.4576638
Skate Parks,Imperial Courts Skate Park,2250,,E,114th,St,,,,,,,,"Los Angeles
CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/parks/skateparks/imperialCourtsSkatePk.htm,(323) 564-1834,15,33.93125654,-118.2324199
Skate Parks,Lincoln Park Skate Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/skateparks/lincolnParkSkatePk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Skate Parks,Hansen Dam Skate Park,11770,,,Foothill,Blvd,,,,,,,,"Lake View Terrace
CA 91342
(34.2738, -118.383)",CA,91342,,(818) 899-4537,7,34.273758,-118.383484
Skate Parks,North Hollywood Skate Park,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.165, -118.38)",CA,91601,http://www.laparks.org/dos/parks/skateparks/nHollywoodSkatePk.htm,(818) 763-7651,2,34.1650083,-118.3799229
Skate Parks,Sunland Skate Park,8651,,,Foothill,Blvd,,,,,,,,"Sunland
CA 91040
(34.2599, -118.322)",CA,91040,http://www.laparks.org/dos/parks/skateparks/sunlandSkatePk.htm,(818) 352-5282,7,34.25987785,-118.3220099
Skate Parks,Garvanza Skate Park,6240,,,Meridian,St,,,,,,,,"Los Angeles
CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/skateparks/garvanzaSkatePk.htm,(323) 255-0370,14,34.12007,-118.179944
Skate Parks,Wilmington Skate Park (Ambassador Skate Park),325,,N,Neptune,Ave,,,,,,,,"Wilmington
CA 90744
(33.7731, -118.269)",CA,90744,http://www.laparks.org/dos/parks/skateparks/wilmingtonSkatePk.htm,(310) 548-7645,15,33.77313982,-118.2686791
Skate Parks,William Nickerson Gardens Skate Park,11251,,,Compton,Ave,,,,,,,,"Los Angeles
CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/dos/parks/skateparks/nickersonSkatePk.htm,(323) 566-1416,15,33.932182,-118.246727
Skate Parks,Southeast Valley Roller and Skateboard Park,12505,,W,Sheldon,St,,,,,,,,"Sun Valley
CA 91352
(34.231, -118.406)",CA,91352,,(818) 899-4537,6,34.230966,-118.405579
Skate Parks,Gilbert W. Lindsay Skate Park,429,,E,42nd,Pl,,,,,,,,"Los Angeles
CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/parks/skateparks/gilbertLindsaySkatePk.htm,(323) 233-0552,9,34.00661929,-118.2677641
Skate Parks,Venice Skate Park,1800,,,Ocean Front,Walk,,,,,,,,"Venice
CA 90291
(33.9857, -118.473)",CA,90291,http://www.laparks.org/dos/parks/skateparks/veniceSkatePk.htm,(310) 399-2775,11,33.98570187,-118.4726212
Skate Parks,Jackie Tatum Skate Plaza,1535,,W,62nd,St,,,,,,,,"Los Angeles
CA 90047
(33.9842, -118.304)",CA,90047,http://www.laparks.org/dos/parks/skateparks/jackieTatumSkatePk.htm,(323) 778-2579,8,33.984177,-118.303512
Skate Parks,Ritchie Valens Skate Park Plaza,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2651, -118.439)",CA,91331,http://www.laparks.org/dos/parks/skateparks/ritchieValensSkatePk.htm,(818) 834-5172,7,34.26510266,-118.4393469
Skate Parks,Rancho Cienega Skate Park,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0217, -118.352)",CA,90016,http://www.laparks.org/dos/parks/skateparks/ranchoSkatePk.htm,(323) 290-2663,10,34.02167021,-118.351823
Skate Parks,Westchester Skate Park,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles
CA 90045
(33.9591, -118.415)",CA,90045,http://www.laparks.org/dos/parks/skateparks/westchesterSkatePk.htm,(310) 670-7473,11,33.959143,-118.414785
Skate Parks,El Sereno Skate Park,4721,,,Klamath,St,,,,,,,,"Los Angeles
CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/parks/skateparks/elSerenoSkatePk.htm,(323) 225-3517,14,34.075694,-118.1815698
Skate Parks,Lafayette Skate Park,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles
CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/parks/skateparks/lafayetteSkatePk.htm,(213) 384-0562,10,34.06211618,-118.282875
Skate Parks,Stoner Skate Park,1835,,,Stoner,Ave,,,,,,,,"Los Angeles
CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/parks/skateparks/stonerSkatePk.htm,(310) 479-7200,11,34.03844736,-118.4532902
Skate Parks,Lake Street Skate Park,227,,N,Lake,St,,,,,,,,"Los Angeles
CA 90026
(34.0687, -118.27)",CA,90026,http://www.laparks.org/dos/parks/skateparks/lakeStSkatePk.htm,(213) 207-2196,13,34.06874703,-118.270384
Skate Parks,Andres and Maria Cardenas Skate Park,14740,,,Blythe,St,,,,,Willis,Ave,,"Panorama City
CA 91402
(34.215, -118.455)",CA,91402,http://www.laparks.org/dos/parks/skateparks/andresMariaSkatePk.htm,(810) 781-3952,6,34.215049,-118.454568
Skate Parks,Hollenbeck Safe Spot Skate Spot,415,,S,Saint Louis,St,,,,,,,,"Los Angeles
CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/skateparks/hollenbeckSkatePk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Skate Parks,Pedlow Skate Park,17334,,,Victory,Blvd,,,,,,,,"Encino
CA 91316
(34.1859, -118.512)",CA,91316,http://www.laparks.org/dos/parks/skateparks/pedlowSkatePk.htm,(818) 654-5296,6,34.185931,-118.511611
Swimming Pools - Summer,North Hollywood Pool,5301,,,Tujunga,Ave,,,,,,,,"North Hollywood
CA 91601
(34.167, -118.379)",CA,91601,http://www.laparks.org/dos/aquatic/facility/northHollywoodPool.htm,(818) 755-7654,2,34.167045,-118.379209
Swimming Pools - Summer,Lou Costello (Hostetter) Pool,3121,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0206, -118.211)",CA,90023,http://www.laparks.org/dos/aquatic/facility/costelloPool.htm,(323) 526-3073,14,34.020645,-118.211359
Swimming Pools - Summer,Harbor Pool,1221,,N,Figueroa,Pl,,,,,,,,"Wilmington
CA 90744
(33.7874, -118.282)",CA,90744,http://www.laparks.org/dos/aquatic/facility/harborPool.htm,(310) 835-6590,15,33.78742375,-118.2819333
Swimming Pools - Summer,Reseda Pool,18411,,,Victory,Blvd,,,,,,,,"Reseda
CA 91335
(34.187, -118.534)",CA,91335,http://www.laparks.org/dos/aquatic/facility/resedaPool.htm,(818) 756-9361,3,34.186991,-118.534037
Swimming Pools - Summer,Algin Sutton Pool,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9573, -118.287)",CA,90044,http://www.laparks.org/dos/aquatic/facility/alginSuttonPool.htm,(323) 789-2826,8,33.95731216,-118.2868671
Swimming Pools - Summer,Ritchie Valens Pool,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2645, -118.439)",CA,91331,http://www.laparks.org/dos/aquatic/facility/ritchieValensPool.htm,(818) 834-5176,7,34.264476,-118.439407
Swimming Pools - Summer,Sepulveda Pool,8737,,,Kester,Ave,,,,,,,,"Panorama City
CA 91402
(34.2295, -118.458)",CA,91402,http://www.laparks.org/dos/aquatic/facility/sepulvedaPool.htm,(818) 894-0144,6,34.22948561,-118.4575623
Swimming Pools - Summer,Cheviot Hills Pool,2693,,,Motor,Ave,,,,,,,,"Los Angeles
CA 90064
(34.0449, -118.407)",CA,90064,http://www.laparks.org/dos/aquatic/facility/cheviotHillsPool.htm,(310) 202-2844,5,34.04488343,-118.4065309
Swimming Pools - Summer,Pan Pacific Park Pool,141,,S,Gardner,St,,,,,,,,"Los Angeles
CA 90036
(34.072, -118.353)",CA,90036,http://www.laparks.org/dos/aquatic/facility/panPacificPool.htm,(323) 957-4524,4,34.072028,-118.353361
Swimming Pools - Summer,Griffith Park Pool,3401,,,Griffith Park,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1163, -118.27)",CA,90027,http://www.laparks.org/dos/aquatic/facility/griffithParkPool.htm,(323) 644-6878,4,34.116338,-118.27026
Swimming Pools - Summer,Verdugo Hills Pool,10654,,,Irma,Ave,,,,,,,,"Tujunga
CA 91042
(34.263, -118.301)",CA,91042,http://www.laparks.org/dos/aquatic/facility/verdugoHillsPool.htm,(818) 353-1365,7,34.26296981,-118.3007003
Swimming Pools - Summer,Valley Plaza Pool,6715,,,Laurelgrove,Ave,,,,,,,,"North Hollywood
CA 91606
(34.1927, -118.401)",CA,91606,http://www.laparks.org/dos/aquatic/facility/valleyPlazaPool.htm,(818) 756-9362,2,34.19271262,-118.4009732
Swimming Pools - Summer,Lanark Pool,21817,,,Strathern,St,,,,,,,,"Canoga Park
CA 91304
(34.2156, -118.603)",CA,91304,http://www.laparks.org/dos/aquatic/facility/lanarkPool.htm,(818) 887-1745,3,34.21556901,-118.6032914
Swimming Pools - Summer,Jackie Tatum / Harvard Pool,6120,,,Denker,St,,,,,,,,"Los Angeles
CA 90047
(33.9836, -118.305)",CA,90047,http://www.laparks.org/dos/aquatic/facility/harvardPool.htm,(323) 753-2197,8,33.98355979,-118.3046124
Swimming Pools - Summer,Northridge Pool,10088,,,Reseda,Blvd,,,,,,,,"Northridge
CA 91324
(34.2528, -118.536)",CA,91324,http://www.laparks.org/dos/aquatic/facility/northridgePool.htm,(818) 709-7475,12,34.252801,-118.535649
Swimming Pools - Summer,Ross Snyder Pool,1501,,E,41st,St,,,,,,,,"Los Angeles
CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/aquatic/facility/rossSnyderPool.htm,(213) 847-3430,9,34.00871681,-118.2473934
Swimming Pools - Summer,Westchester Pool,9100,,,Lincoln,Blvd,,,,,,,,"Los Angeles
CA 90045
(33.9574, -118.417)",CA,90045,http://www.laparks.org/dos/aquatic/facility/westchesterPool.htm,(310) 641-8734,11,33.95735123,-118.4166771
Swimming Pools - Summer,Rancho Cienega - Celes King III Pool,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0221, -118.351)",CA,90016,http://www.laparks.org/dos/aquatic/facility/celesKingIIIPool.htm,(213) 847-3406,10,34.022129,-118.351389
Swimming Pools - Summer,Rustic Canyon Pool,601,,,Latimer,Rd,,,,,,,,"Pacific Palisades
CA 90402
(34.0377, -118.515)",CA,90402,http://www.laparks.org/dos/reccenter/facility/rusticCanyonRC.htm,(310) 230-0137,11,34.03770624,-118.5145222
Swimming Pools - Summer,Granada Hills Pool,16730,,,Chatsworth,St,,,,,,,,"Granada Hills
CA 91344
(34.2637, -118.497)",CA,91344,http://www.laparks.org/dos/aquatic/facility/granadaHillsPool.htm,(818) 360-7107,12,34.263706,-118.496758
Swimming Pools - Summer,Highland Park Pool,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles
CA 90042
(34.1126, -118.189)",CA,90042,http://www.laparks.org/dos/aquatic/facility/highlandPool.htm,(323) 257-5924,1,34.112643,-118.188878
Swimming Pools - Summer,Mar Vista Pool,11655,,,Palms,Blvd,,,,,,,,"Los Angeles
CA 90066
(34.0168, -118.429)",CA,90066,http://www.laparks.org/dos/aquatic/facility/marVistaPool.htm,(310) 390-2016,11,34.016834,-118.428747
Swimming Pools - Summer,109th Street Pool,1500,,E,109th,St,,,,,,,,"Los Angeles
CA 90059
(33.9367, -118.249)",CA,90059,http://www.laparks.org/dos/aquatic/facility/109thStreetPool.htm,(323) 789-2731,15,33.936671,-118.249039
Swimming Pools - Summer,Hansen Dam Aquatic Center,11798,,,Foothill,Blvd,,,,,,,,"Los Angeles
CA 91342
(34.2707, -118.389)",CA,91342,http://www.laparks.org/dos/aquatic/facility/hansendamAQ.htm,(818) 899-3779,7,34.270672,-118.389353
Swimming Pools - Summer,Woodland Hills Pool,5858,,,Shoup,Ave,,,,,,,,"Woodland Hills
CA 91367
(34.1759, -118.615)",CA,91367,http://www.laparks.org/dos/aquatic/facility/woodlandHIllsPool.htm,(818) 884-0992,3,34.175927,-118.614584
Swimming Pools - Summer,Green Meadows Pool,431,,E,89th,St,,,,,,,,"Los Angeles
CA 90003
(33.9558, -118.268)",CA,90003,http://www.laparks.org/dos/aquatic/facility/greenMeadowsPool.htm,(323) 789-2726,9,33.955848,-118.268284
Swimming Pools - Summer,South Park Pool,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/dos/aquatic/facility/southParkPool.htm,(323) 846-5366,9,33.997435,-118.267884
Swimming Pools - Summer,Fernangeles Pool,8851,,,Laurel Canyon,Blvd,,,,,,,,"Sun Valley
CA 91352
(34.2298, -118.402)",CA,91352,http://www.laparks.org/dos/aquatic/facility/fernagelesPool.htm,(818) 771-0986,6,34.22979391,-118.4018417
Swimming Pools - Summer,Stoner Park Pool,1835,,,Stoner,Ave,,,,,,,,"Los Angeles
CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/aquatic/facility/stonerParkPool.htm,(310) 575-8286,11,34.03844736,-118.4532902
Swimming Pools - Summer,Yosemite Pool,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles
CA 90041
(34.1338, -118.208)",CA,90041,http://www.laparks.org/dos/aquatic/facility/yosemitePool.htm,(323) 226-1668,14,34.133756,-118.208194
Swimming Pools - Summer,Miguel Contreras Learning Center Pool,322,,S,Lucas,Ave,,,,,,,,"Los Angeles
CA 90017
(34.058, -118.262)",CA,90017,,(310) 548-7675,4,34.057959,-118.261637
Swimming Pools - Summer,Pecan Pool,120,,S,Gless,St,,,,,,,,"Los Angeles
CA 90033
(34.0467, -118.223)",CA,90033,http://www.laparks.org/dos/aquatic/facility/pecanPool.htm,(323) 526-3042,14,34.04674613,-118.222927
Swimming Pools - Summer,Sun Valley Park Pool,8123,,,Vineland,Ave,,,,,,,,"Los Angeles
CA 91352
(34.2182, -118.37)",CA,91352,http://www.laparks.org/dos/aquatic/facility/sunValleyPool.htm,(818) 252-0835,6,34.21815376,-118.3704284
Swimming Pools - Summer,Sylmar Pool,13109,,,Borden,Ave,,,,,,,,"Sylmar
CA 91342
(34.3083, -118.445)",CA,91342,http://www.laparks.org/dos/aquatic/facility/sylmarPool.htm,(818) 367-6727,7,34.30827253,-118.4445011
Swimming Pools - Summer,Downey Pool,1775,,N,Spring,St,,,,,,,,"Los Angeles
CA 90031
(34.0715, -118.223)",CA,90031,http://www.laparks.org/dos/aquatic/facility/downeyPool.htm,(323) 227-5025,1,34.071538,-118.223075
Swimming Pools - Year Round,Echo Park Indoor Pool,1419,,,Colton,St,,,,,,,,"Los Angeles
CA 90026
(34.0641, -118.259)",CA,90026,http://www.laparks.org/dos/aquatic/facility/echoParkPool.htm,(213) 481-2640,1,34.064109,-118.259046
Swimming Pools - Year Round,Eleanor Green Roberts Indoor Pool,4526,,W,Pico,Blvd,,,,,,,,"Los Angeles
CA 90019
(34.0485, -118.335)",CA,90019,http://www.laparks.org/dos/aquatic/facility/eleanorGrRobertsPool.htm,(323) 936-8483,10,34.048485,-118.334609
Swimming Pools - Year Round,Hubert H. Humphrey Pool,12560,,,Filmore,St,,,,,,,,"Pacoima
CA 91331
(34.2818, -118.407)",CA,91331,http://www.laparks.org/dos/aquatic/facility/hubertHumphPool.htm,(818) 896-0067,7,34.28181122,-118.4074686
Swimming Pools - Year Round,Westwood Pool,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles
CA 90025
(34.0533, -118.448)",CA,90025,http://www.laparks.org/dos/aquatic/facility/westwoodPool.htm,(310) 478-7019,5,34.053294,-118.448343
Swimming Pools - Year Round,Banning Pool,1450,,N,Avalon,Blvd,,,,,,,,"Wilmington
CA 90744
(33.7922, -118.263)",CA,90744,http://www.laparks.org/dos/aquatic/facility/banningPool.htm,(310) 548-7420,15,33.79223042,-118.2633851
Swimming Pools - Year Round,Fremont High School Indoor Pool,7630,,,Towne,Ave,,,,,,,,"Los Angeles
CA 90003
(33.9705, -118.267)",CA,90003,http://www.laparks.org/dos/aquatic/facility/fremontPool.htm,(213) 847-3401,9,33.97048775,-118.2672221
Swimming Pools - Year Round,EXPO Center / LA 84 / John C. Argue Swim Stadium,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.0122, -118.29)",CA,90037,http://www.laparks.org/dos/aquatic/facility/aaf_JohnArguePool.htm,(213) 763-0129,9,34.012241,-118.290106
Swimming Pools - Year Round,LACES (Los Angeles Center for Enriched Studies) Pool,5931,,W,18th,St,,,,,,,,"Los Angeles
CA 90035
(34.0436, -118.371)",CA,90035,http://www.laparks.org/dos/aquatic/facility/lacesPool.htm,(323) 933-8345,10,34.04361628,-118.3714542
Swimming Pools - Year Round,Glassell Park Pool,3704,,,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90065
(34.117, -118.233)",CA,90065,http://www.laparks.org/dos/aquatic/facility/glassellPool.htm,(323) 226-1670,1,34.117004,-118.233037
Swimming Pools - Year Round,Venice High School Pool,2490,,,Walgrove,Ave,,,,,,,,"Los Angeles
CA 90066
(33.995, -118.445)",CA,90066,http://www.laparks.org/dos/aquatic/facility/venicePool.htm,(310) 575-8260,11,33.99504487,-118.4445569
Swimming Pools - Year Round,Peck Park Pool,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.7498, -118.309)",CA,90732,http://www.laparks.org/dos/aquatic/facility/peckParkPool.htm,(310) 548-2434,15,33.749832,-118.30858
Swimming Pools - Year Round,Cleveland High School Indoor Pool,8120,,,Vanalden,Ave,,,,,,,,"Reseda
CA 91335
(34.2178, -118.549)",CA,91335,http://www.laparks.org/dos/aquatic/facility/clevelandPool.htm,(818) 756-9798,3,34.217788,-118.549165
Swimming Pools - Year Round,Roosevelt High School Pool,456,,S,Mathews,St,,,,,,,,"Los Angeles
CA 90033
(34.0386, -118.212)",CA,90033,http://www.laparks.org/dos/aquatic/facility/rooseveltPool.htm,(213) 485-7391,14,34.03862927,-118.2115056
Swimming Pools - Year Round,Richard Alatorre Pool,4721,,,Klamath,St,,,,,,,,"Los Angeles
CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/aquatic/facility/richardAlatorrePool.htm,(323) 276-3042,14,34.075694,-118.1815698
Swimming Pools - Year Round,Van Nuys Sherman Oaks Pool,14201,,,Huston,St,,,,,,,,"Los Angeles
CA 91423
(34.1595, -118.443)",CA,91423,http://www.laparks.org/dos/aquatic/facility/vanNuys_SOPool.htm,(818) 783-6721,4,34.15952933,-118.4425227
Swimming Pools - Year Round,Hansen Dam Recreational Lake,11798,,,Foothill,Blvd,,,,,,,,"Los Angeles
CA 91342
(34.2706, -118.389)",CA,91342,http://www.laparks.org/dos/aquatic/facility/hansendamAQ.htm,(818) 899-3779,7,34.270611,-118.389149
Tennis Courts,Panorama City Tennis Courts,8600,,,Hazeltine,Ave,,,,,,,,"Panorama City
CA 91402
(34.2282, -118.441)",CA,91402,http://www.laparks.org/dos/reccenter/facility/panoramaRC.htm,(818) 893-3401,6,34.228189,-118.441323
Tennis Courts,El Sereno Tennis Courts,4721,,,Klamath,St,,,,,,,,"Los Angeles
CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/reccenter/facility/elserenoRC.htm,(323) 225-3517,14,34.075723,-118.181788
Tennis Courts,Sunland Tennis Courts,8651,,,Foothill,Blvd,,,,,,,,"Sunland
CA 91040
(34.2599, -118.322)",CA,91040,http://www.laparks.org/dos/reccenter/facility/sunlandRC.htm,(818) 352-5282,7,34.25987785,-118.3220099
