APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
5528005072,01/30/2014,Single Family,"531 N LA JOLLA AVE
Los Angeles, CA 90048
(34.080999545000054, -118.36804248299995)",,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5528010014,03/10/2014,Multi-Family,"628 N KILKEA DR
Los Angeles, CA 90048
(34.08232491500007, -118.36690981099997)",,5,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5529002013,07/21/2014,Multi-Family,"946 N CROFT AVE
Los Angeles, CA 90069
(34.088400652000075, -118.37422677999996)",,5,GREEN TREE SERVICING,JAMES PATTERSON,000-000-0000,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5529006069,01/10/2014,Single Family,"8460 W ROMAINE ST
Los Angeles, CA 90069
(34.088771302000055, -118.37540426399994)",,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5529023001,02/05/2014,Single Family,"952 N CRESCENT HEIGHTS BLVD
Los Angeles, CA 90046
(34.08865991500005, -118.36587619299996)",,5,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5531012031,10/27/2014,Single Family,"1217 N SYCAMORE AVE
Los Angeles, CA 90038
(34.09293321100006, -118.34285539899997)",,4,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
5531024001,11/19/2014,Single Family,"959 N VISTA ST
Los Angeles, CA 90046
(34.08855160000007, -118.35227235399998)",,5,"City of Los Anggels, -LAHD",David Zaitz,213-808-8632,City of Los Angeles-LAHD,david zaitz,1200  W 7th ST  los angles CA 90017 ,213-808-8632
5532015039,01/24/2014,Single Family,"6532 W BARTON AVE
Los Angeles, CA 90038
(34.08768278000008, -118.33430943299999)",,4,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5533005020,08/26/2014,Single Family,"1232 3 4 N CAHUENGA BLVD
HOLLYWOOD, CA 90038
(34.088981543000045, -118.32483773999996)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5533013016,02/19/2014,Multi-Family,"1002 N HUDSON AVE
Los Angeles, CA 90038
(34.08905053800004, -118.33206593999995)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5533033042,01/17/2014,Single Family,"717 N CAHUENGA BLVD
Los Angeles, CA 90038
(34.08407458900007, -118.32880052599995)",,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5533035018,03/17/2014,Single Family,"712 1 2 N HUDSON AVE
Los Angeles, CA 90038
(34.088981543000045, -118.32483773999996)",,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5534004003,03/13/2014,Single Family,"1254 N LODI PL
HOLLYWOOD, CA 90038
(34.09409061900004, -118.32333625299998)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5534006005,06/17/2014,Single Family,"6229 W BANNER AVE
HOLLYWOOD, CA 90038
(34.09167774100007, -118.32544953799999)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5534011006,03/19/2014,Multi-Family,"1229 N TAMARIND AVE
HOLLYWOOD, CA 90038
(34.09356056900003, -118.31910276999997)",,13,Ocwen Loan Servicing,Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5534021019,02/12/2014,Single Family,"6029 W ELEANOR AVE
Los Angeles, CA 90038
(34.08985828800007, -118.32328900999994)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5534028006,01/30/2014,Multi-Family,"6026 1 2 W BARTON AVE
Los Angeles, CA 90038
(34.088981543000045, -118.32483773999996)",,13,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5534030002,01/31/2014,Single Family,"5902 W WILLOUGHBY AVE
Los Angeles, CA 90038
(34.08709281200004, -118.32460952499997)",,13,"Selectr Portfolio Servicing, INC",FirstService Residential Realty,800-962-6010,Tom Jackman,Chandra Balle,1   Polaris Way ST  Aliso Viejo CA 92656 ,949-292-5582
5535001003,03/12/2014,Multi-Family,"806 N VAN NESS AVE
Los Angeles, CA 90038
(34.085740033000036, -118.31569662499999)",,13,"SETERUS INC,",Preservation Compliance,866-570-5277,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5535001007,03/13/2014,Multi-Family,"830 N VAN NESS AVE
Los Angeles, CA 90038
(34.086430250000035, -118.31568625399996)",,13,Chase Commercial Bank,Mark Stpierre,949-838-1628,Chase Commercial Bank,Robin Baca,3   Park Plaza  1000 Irvine Ca 92614 ,949-833-1628
5535001033,12/04/2014,Single Family,"856 N VAN NESS AVE
Los Angeles, CA 90038
(34.08686005100003, -118.31568625399996)",,13,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5535002022,11/11/2014,Multi-Family,"717 N RIDGEWOOD PL
Los Angeles, CA 90038
(34.08408996500003, -118.31466302799998)",,13,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5535005006,11/06/2014,Multi-Family,"5554 W ROMAINE ST
Los Angeles, CA 90038
(34.08846326200006, -118.31312934799996)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5535007006,12/12/2014,Single Family,"5337 W LEMON GROVE AVE
Los Angeles, CA 90038
(34.08669757900003, -118.31052979299994)",,13,RoundPoint,Ebony Jackson,704-426-8874,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5535026013,09/16/2014,Single Family,"4901 W MARATHON ST
Los Angeles, CA 90029
(34.08457738000004, -118.30533645899999)",,13,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5535027019,01/31/2014,Single Family,"5026 W LEMON GROVE AVE
Los Angeles, CA 90029
(34.08620325000004, -118.30606930999994)",,13,Deutsch National Bank,SEE TDUS,310-777-6241,Essex and Harvey,Charlie Schwarck,301  N Canon DR 321 Beverly Hills CA 90210 ,310-385-7527
5535027022,01/30/2014,Multi-Family,"854 N SERRANO PL
Los Angeles, CA 90029
(34.08575962200007, -118.30685631899996)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5535029025,05/28/2014,Multi-Family,"4928 W MARATHON ST
Los Angeles, CA 90029
(34.08457144300007, -118.30589971799998)",,13,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5535031005,12/04/2014,Multi-Family,"823 1 2 N HARVARD BLVD
Los Angeles, CA 90029
(34.08989399500007, -118.29490934199998)",,13,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5535031016,01/31/2014,Multi-Family,"816 N HOBART BLVD
Los Angeles, CA 90029
(34.08514084600006, -118.30505645499994)",,13,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5535036022,03/31/2014,Single Family,"718 N KINGSLEY DR
Los Angeles, CA 90029
(34.08417062500007, -118.30275649999999)",,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5536003018,01/07/2014,Multi-Family,"5531 W LA MIRADA AVE
Los Angeles, CA 90038
(34.093778351000026, -118.31056897099995)",,13,ATL Holdings LLC,Daryn Davis,858-925-3226,Swartz Property Management,Sylvan Swartz,960  N Tustin ST 350 Orange CA 92867 ,949-322-1930
5536004020,11/06/2014,Multi-Family,"5646 W LA MIRADA AVE
HOLLYWOOD, CA 90038
(34.09373341200006, -118.31256011399995)",,13,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5536005020,11/06/2014,Multi-Family,"5738 W LA MIRADA AVE
HOLLYWOOD, CA 90038
(34.09373754300003, -118.31488939499997)",,13,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5536016008,04/01/2014,Single Family,"963 N WILTON PL
Los Angeles, CA 90038
(34.08797085000003, -118.31360292899996)",,13,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5537004022,01/23/2014,Single Family,"5343 W LEXINGTON AVE
Los Angeles, CA 90029
(34.09297751500003, -118.30611885799999)",,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5537007024,01/14/2014,Multi-Family,"1156 N SERRANO AVE
Los Angeles, CA 90029
(34.09215075100008, -118.30679623199995)",,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5538007027,01/31/2014,Single Family,"779 N ALEXANDRIA AVE
Los Angeles, CA 90029
(34.08579073300007, -118.29788234799997)",,13,"SCHAEFER FINANCIAL SERVICES, INC.",JOSEPH SHAYFAR,818-986-2274,NULL,NULL,         ,NULL
5538012003,05/29/2014,Single Family,"1028 N KENMORE AVE
Los Angeles, CA 90029
(34.09029039400008, -118.29697665399999)",,13,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5538014009,06/26/2014,Single Family,"826 N KENMORE AVE
Los Angeles, CA 90029
(34.08644896000004, -118.29698361399994)",,13,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5538016002,11/11/2014,Single Family,"712 N EDGEMONT ST
Los Angeles, CA 90029
(34.08401045800008, -118.29598684399997)",,13,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5538016016,01/29/2014,Multi-Family,"767 N HELIOTROPE DR
Los Angeles, CA 90029
(34.08551994700008, -118.29500279599995)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5538019012,02/13/2014,Single Family,"1012 N EDGEMONT ST
Los Angeles, CA 90029
(34.08984215600003, -118.29600643299995)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5539006002,01/02/2014,Multi-Family,"4310 1 2 W WILLOW BROOK AVE
Los Angeles, CA 90029
(34.08989399500007, -118.29490934199998)",,13,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,42050   Clairissa WAY  Murrieta CA 92562 ,951-970-3899
5539009012,02/17/2014,Single Family,"4401 W BURNS AVE
Los Angeles, CA 90029
(34.08770813000007, -118.28940961999996)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5539017020,03/25/2014,Single Family,"4035 W MARATHON ST
Los Angeles, CA 90029
(34.08464767000004, -118.28808910499998)",,13,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5540004006,03/13/2014,Multi-Family,"1236 N MARIPOSA AVE
Los Angeles, CA 90029
(34.09444091300003, -118.29940681699998)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5540007023,09/23/2014,Multi-Family,"1260 N ALEXANDRIA AVE
Los Angeles, CA 90029
(34.09501129200004, -118.29838589499997)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5540023014,02/20/2014,Multi-Family,"1173 N BERENDO ST
Los Angeles, CA 90029
(34.09298097200008, -118.29393232599995)",,13,"SETERUS INC,",Preservation Compliance,866-570-5277,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5542005025,11/22/2014,Single Family,"4361 W CLAYTON AVE
Los Angeles, CA 90027
(34.10000758600006, -118.28438912799999)",,4,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5542018012,12/08/2014,Multi-Family,"1279 N LYMAN PL
Los Angeles, CA 90029
(34.095323730000075, -118.28876427799997)",,13,Bank of America,Chad McLean,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5542018013,01/30/2014,Multi-Family,"1263 N LYMAN PL
Los Angeles, CA 90029
(34.09494342700003, -118.28875652299996)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5542019027,03/31/2014,Single Family,"4637 W LEXINGTON AVE
Los Angeles, CA 90029
(34.09348526700006, -118.29036702699995)",,13,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
5542022012,11/12/2014,Multi-Family,"1258 N VIRGIL AVE
Los Angeles, CA 90029
(34.09513113000003, -118.28656578799996)",,13,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5542025025,04/09/2014,Single Family,"1155 N COMMONWEALTH AVE
Los Angeles, CA 90029
(34.092430181000054, -118.28558289199998)",,13,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5543003009,01/17/2014,Single Family,"1540 N MARIPOSA AVE
Los Angeles, CA 90027
(34.09934722000003, -118.29941354899995)",,13,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5543004007,01/22/2014,Multi-Family,"1639 N ALEXANDRIA AVE
Los Angeles, CA 90027
(34.101040031000025, -118.29839280899995)",,13,"Win Win Alexandria Union, LLC",Mark Wintner,310-407-2100,Five Brothers Mortgage Services, Angie Nguyen,14156  E 11 Mile Rd  Warren MI 48089 ,NULL
5543005010,03/17/2014,Multi-Family,"1635 1 2 N KENMORE AVE
Los Angeles, CA 90027
(34.10546214900006, -118.29236751399998)",,13,Ocwen Loan Servicing,Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5543023022,03/31/2014,Single Family,"1337 N KENMORE AVE
Los Angeles, CA 90027
(34.096470081000064, -118.29728200899996)",,13,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5543027002,01/30/2014,Multi-Family,"1341 1 2 N MARIPOSA AVE
Los Angeles, CA 90027
(34.10546214900006, -118.29236751399998)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5544002050,11/07/2014,Multi-Family,"1855 N GRAMERCY PL
Los Angeles, CA 90028
(34.10454994400004, -118.31230024699994)",,13,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5544003045,04/18/2014,Vacant Residential,"1853 N GARFIELD PL
HOLLYWOOD, CA 90028
(34.10493013400003, -118.31080288399994)",,13,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,760-736-0067
5544004020,01/27/2014,Multi-Family,"5538 W FRANKLIN AVE
HOLLYWOOD, CA 90028
(34.105366693000065, -118.31027135799997)",,13,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,NULL,NULL,         ,NULL
5544008011,04/08/2014,Single Family,"1804 N SERRANO AVE
Los Angeles, CA 90027
(34.10359118300005, -118.30717665299994)",,13,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5544013018,01/24/2014,Multi-Family,"1632 N WINONA BLVD
Los Angeles, CA 90027
(34.100721993000036, -118.30215220299999)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5544013044,11/11/2014,Single Family,"5125 W HAROLD WAY
Los Angeles, CA 90027
(34.099378440000066, -118.30143944199995)",,13,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
5544013061,01/27/2014,Single Family,"5125 W HAROLD WAY
Los Angeles, CA 90027
(34.099378440000066, -118.30143944199995)",,13,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,"Safeguard Properties, LLC",Resolution Center,30870   Russell Ranch RD  Westlake Village CA 91362 ,866-515-9759
5544015032,12/03/2014,Single Family,"1520 N KINGSLEY DR
Los Angeles, CA 90027
(34.09856167100003, -118.30323867699997)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5544015079,01/15/2014,Single Family,"1605 N WINONA BLVD
Los Angeles, CA 90027
(34.10014009900004, -118.30221262299995)",,13,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
5544016038,11/07/2014,Multi-Family,"1522 N HARVARD BLVD
Los Angeles, CA 90027
(34.09890024300006, -118.30431668999995)",,13,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5544033007,01/30/2014,Single Family,"5335 W FOUNTAIN AVE
Los Angeles, CA 90027
(34.09505094900004, -118.30608688099994)",,13,BAC HOME LOANS SERVICING,ROEL RODRIGUEZ,800-669-2443,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5545008031,03/27/2014,Single Family,"6060 W SELMA AVE
HOLLYWOOD, CA 90028
(34.09963024000007, -118.32083137799998)",,13,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5545015033,02/03/2014,Multi-Family,"1336 N TAMARIND AVE
HOLLYWOOD, CA 90028
(34.09552060100003, -118.31903593799996)",,13,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5546020008,03/05/2014,Single Family,"6244 W AFTON PL
HOLLYWOOD, CA 90028
(34.09525327100005, -118.32559933499999)",,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5547006027,12/04/2014,Single Family,"1844 N GRACE AVE
HOLLYWOOD, CA 90028
(34.105090301000075, -118.33217655899995)",,13,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE,KELLI ESPINOZA,818-591-9237,NULL,NULL,         ,NULL
5547028026,02/03/2014,Multi-Family,"1304 N SEWARD ST
HOLLYWOOD, CA 90028
(34.09458251700005, -118.33317707399999)",,4,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5547033028,11/25/2014,Multi-Family,"6742 W DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.096141242000044, -118.33785665199997)",,4,JP Morgan Chase C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
5548008006,01/31/2014,Single Family,"7117 W HAWTHORN AVE
HOLLYWOOD, CA 90046
(34.09980824100006, -118.34535981599998)",,4,SETERUS INC,Preservation Compliance,866-570-5277,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5548008044,08/25/2014,Single Family,"1626 1 2 N FORMOSA AVE
HOLLYWOOD, CA 90046
(34.097150154000076, -118.35826821299997)",,4,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
5548008045,11/07/2014,Single Family,"1626 1 2 N FORMOSA AVE
HOLLYWOOD, CA 90046
(34.097150154000076, -118.35826821299997)",,4,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5548016027,03/14/2014,Single Family,"6925 W DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.09617855400006, -118.34130954499994)",,4,Nationstar Mortgage LLC,Dianna Perez,469-549-2432,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5548022089,02/27/2014,Single Family,"1310 N DETROIT ST
HOLLYWOOD, CA 90046
(34.09477046500007, -118.34516623199994)",,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5548024030,01/30/2014,Single Family,"6829 W FOUNTAIN AVE
HOLLYWOOD, CA 90028
(34.09439827800003, -118.33960186299998)",,4,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5548025014,11/03/2014,Single Family,"7250 FRANKLIN
LOS ANGELES, CA 90046
(34.103412579000064, -118.34745927299997)",,4,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5548025036,01/03/2014,Single Family,"7250 FRANKLIN
LOS ANGELES, CA 90046
(34.103412579000064, -118.34745927299997)",,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5548025190,05/22/2014,Single Family,"7250 FRANKLIN
LOS ANGELES, CA 90046
(34.103412579000064, -118.34745927299997)",,4,"DLJ Mortgage Capital, as Trustee, c/o Select Portfolio Servicing",CODE VIOLATIONS,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5549008010,03/31/2014,Single Family,"7019 W MACAPA DR
Los Angeles, CA 90068
(34.117214611000065, -118.34345394099995)",,4,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5549011028,01/15/2014,Single Family,"2319 N CASTILIAN DR
Los Angeles, CA 90068
(34.11223837500006, -118.34329176199998)",,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5549028022,02/12/2014,Single Family,"6836 W ALTA LOMA TER
Los Angeles, CA 90068
(34.10936411500006, -118.33744824899998)",,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
