IncrementalID,ADPNumber,ADPStatus,Applicant,Entitlement,ProjectDescription,ProjectLocation,ProjectType,ADPReceivedDate,ADPSentToDivisionDate,EMDReceivedDate,ENGPermitReceivedDate,ENGPermitReceivedDateNA,ADPCompletionDate,TypeofCDP,TypeofExemption,CDPNumber,CDPSentDateToApplicant,CDPSentDateToApplicantNA,CDPReceivedDate,CDPReceivedDateNA,PublicHearingDate,PublicHearingDateNA,BHCApprovalDate,BHCApprovalDateNA,AppealableCDP,EndOfAppealPeriodDate,EndofAppealPeriodDateNA,CostalCommApprovalDate,CostalCommApprovalDateNA,CDPSentDateToDivsions,CDPSentDateToDivsionsNA,RiskAnalysis,SentToLAFD,LAFD10DayReview,ReportToApplicant,ReportToApplicantNA,Notes,CancellationFlag,CDPFolderName
189,130130-017,Completed,Fujitrans USA Inc.,N/A,Extension of FTZ operating agreement No. 2648,1231 E. 230th Street Carson 90745,Administrative,01/30/2013 12:00:00 AM,01/30/2013 12:00:00 AM,02/15/2013 12:00:00 AM,,FALSE,02/15/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,3,,,,FALSE,,FALSE,
190,130131-018,Completed,"Ultramar, Inc.",Lease Audit 191916/Agreement 1989,reactivate 12'' pipeline connection to the LADWP Marine Terminal,"between Fries Ave. and Avalon Blvd. south of ""A"" Street",Development,01/31/2013 12:00:00 AM,02/01/2013 12:00:00 AM,02/22/2013 12:00:00 AM,03/11/2013 12:00:00 AM,FALSE,03/11/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/05/2013 12:00:00 AM,FALSE,,FALSE,
191,130201-019,Completed,Fisherman's Pride Processor Inc.,Space Assignment 2012-14,AFTER-THE-FACT Permit for site clean-up,304Sardine Street,Development,02/01/2013 12:00:00 AM,02/05/2013 12:00:00 AM,02/15/2013 12:00:00 AM,05/23/2013 12:00:00 AM,FALSE,05/23/2013 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,02/27/2013 12:00:00 AM,FALSE,,FALSE,N/A
192,130204-020,Accepted,POLA,Permit 692,"Yusen Terminal, Inc. Redevelopment Program",701 N. Dock Street. Berths 214-220,Development,02/04/2013 12:00:00 AM,02/04/2013 12:00:00 AM,,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"EIR - November 2014

Preliminary EA Memo was received on April 26, 2013",FALSE,
193,130205-021,Cancelled,(CANCELLED) U.S. Coast Guard,TEUP 1351,"use of U.S. CustomHouse parking lot for a one-day multi-agency strike force operation on April 9, 2013",US CustomHouse Parking Lot - Terminal Island,Administrative,02/05/2013 12:00:00 AM,02/06/2013 12:00:00 AM,02/15/2013 12:00:00 AM,,FALSE,04/03/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,TEUP/ADP has been cancelled by the applicant.,TRUE,
194,130205-022,Completed,International Trade Education Program (ITEP),TEUP 1352,13th annual scholarship dinner on March 19 (set-up) and event on March 20,Berth 93 - World Cruise Center,Administrative,02/05/2013 12:00:00 AM,02/06/2013 12:00:00 AM,02/19/2013 12:00:00 AM,,FALSE,03/01/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,3/1/13 - Received Executed TEUP,FALSE,
195,130211-023,Completed,"Sturgeon Services International, Inc.",TEUP 1356,utility potholing to resolve conflicts with the I-110 Harbor Fwy widening,John S. Gibson Blvd.,Development,02/11/2013 12:00:00 AM,02/11/2013 12:00:00 AM,03/01/2013 12:00:00 AM,03/27/2013 12:00:00 AM,FALSE,03/27/2013 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/05/2013 12:00:00 AM,FALSE,Received EXECUTED TEUP on 3/18/13,FALSE,
196,130212-024,Completed,Kinder Morgan,Permit 708,"Permit No. 708 extension until April 13, 2018 - CEQA","Berths 118-119 and subsurface rights-of-way at Berths 115-117 and backland, and backlands of Berths 120-139",Administrative,02/12/2013 12:00:00 AM,02/13/2013 12:00:00 AM,02/22/2013 12:00:00 AM,,FALSE,06/27/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
197,130213-025,Completed,LA DWP,Agreement 1267,TraPac 10'' Fire line service meters,Neptune Ave. 15' s/s of Harry Bridges and Pier A Pl. 100' w/s of Pier A St.,Development,02/13/2013 12:00:00 AM,02/13/2013 12:00:00 AM,03/01/2013 12:00:00 AM,04/22/2013 12:00:00 AM,FALSE,04/22/2013 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/29/2013 12:00:00 AM,FALSE,Right-of-Entry - Rica,FALSE,
198,130221-026,Completed,Southern California Gas Co.,Order 4506,encasing existing gas main and relocating gas main for proposed new rail road tracks for B. 200 Rail Yard Project,"Pier A & Fries, Water Street b/w Fries & Avalon",Development,02/21/2013 12:00:00 AM,02/25/2013 12:00:00 AM,03/15/2013 12:00:00 AM,04/16/2013 12:00:00 AM,FALSE,04/16/2013 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/18/2013 12:00:00 AM,FALSE,,FALSE,
199,130227-027,Completed,STRS Ohio,N/A,maintain FTZ status at FTZ 202 Site 20,"11296 Harrel Street, Mira Loma, CA",Administrative,02/27/2013 12:00:00 AM,02/27/2013 12:00:00 AM,03/15/2013 12:00:00 AM,,FALSE,03/15/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,N/A
200,130228-028,Cancelled,"Vopak Terminal Los Angeles, Inc.",Permit 560,"construction of new 2,100 feet of 12-inch pipeline to connect Vopak's 16-inch crude oil pipeline to ExxonMobil's pipeline system",Berth 200 - Avalon and Water Street,Development,02/28/2013 12:00:00 AM,03/01/2013 12:00:00 AM,04/02/2013 12:00:00 AM,,FALSE,07/31/2013 12:00:00 AM,Level I,N/A,13-05,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/19/2013 12:00:00 AM,FALSE,"CANCELLED

6/27/2013: ENG waiting on drawings

Received first EMD Assessment 3/19/2013",TRUE,
201,130301-029,Accepted,Interamerica Motor Corporation,,FTZ status in the City of Canoga Park,"8901 Canoga Ave., Canoga Park, CA",Administrative,03/01/2013 12:00:00 AM,,,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
202,130301-029,Completed,Interamerica Motor Corporation,N/A,FTZ Status,City of Canoga Park,Administrative,03/01/2013 12:00:00 AM,03/04/2013 12:00:00 AM,03/15/2013 12:00:00 AM,,FALSE,03/15/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,N/A
203,130304-030,Completed,Agility Logistics Corp.,N/A,Applying CBP to activate their warehouse to be a FTZ warehouse,City of Carson,Administrative,03/04/2013 12:00:00 AM,03/04/2013 12:00:00 AM,03/12/2013 12:00:00 AM,,FALSE,03/12/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,N/A
204,130304-031,Completed,L.A. Wood Car Show,TEUP 1358,Car show and picnic with stage and live music,Berth 75,Development,03/04/2013 12:00:00 AM,03/04/2013 12:00:00 AM,03/12/2013 12:00:00 AM,05/16/2013 12:00:00 AM,FALSE,05/16/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/29/2013 12:00:00 AM,FALSE,,FALSE,N/A
205,130304-032,Completed,Robert F. Kennedy Institute,TEUP 1359,"Health Fair on Saturday, June 6, 2013",Wilmington Waterfront Park,Administrative,03/04/2013 12:00:00 AM,03/04/2013 12:00:00 AM,03/12/2013 12:00:00 AM,,FALSE,06/28/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,N/A
206,130305-033,Completed,"Ultramar, Inc.",Permit 306,conduct drilling and soil sampling per the order of RWQCB,"La Paloma Ave., Hermosa St., and Berth 176 Pasha Property",Development,03/05/2013 12:00:00 AM,03/05/2013 12:00:00 AM,03/26/2013 12:00:00 AM,05/02/2013 12:00:00 AM,FALSE,05/02/2013 12:00:00 AM,N/A,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/27/2013 12:00:00 AM,FALSE,,FALSE,
207,130305-034,Completed,"Pacific Harbor Line, Inc.",Agreement 1989,security cameras installation,"Badger Bridge - 801 Henry Ford Ave., Wilmington, CA 90744",Development,03/05/2013 12:00:00 AM,03/06/2013 12:00:00 AM,03/14/2013 12:00:00 AM,04/16/2013 12:00:00 AM,FALSE,04/16/2013 12:00:00 AM,Exempt,30610(b),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/18/2013 12:00:00 AM,FALSE,"using grant funds, needs assessment done ASAP",FALSE,
208,130306-035,Completed,"Transport Express, Inc.",TEUP 1357,use of parking areas for flatbead trailers to move propeller and related machinery from SS Lane Victory,Berth 52 / Minor Street,Administrative,03/06/2013 12:00:00 AM,03/06/2013 12:00:00 AM,03/12/2013 12:00:00 AM,,FALSE,03/18/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,Received EXECUTED TEUP on 3/18/13,FALSE,
209,130306-036,Completed,POLA,Owner,installation of temporary 50 foot wide by 120 foot long by 51 foot high fabric canopy structure to shelter and protect historic Ralph J. Scott fireboat,Berth 87,Development,03/06/2013 12:00:00 AM,03/06/2013 12:00:00 AM,03/12/2013 12:00:00 AM,03/15/2013 12:00:00 AM,FALSE,03/15/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/15/2013 12:00:00 AM,FALSE,,FALSE,
210,130308-037,Completed,POLA,Owner,Maintenance dredging to maintain required water depth for safe berthing of vessels.,Berth 163- 164,Development,03/08/2013 12:00:00 AM,03/08/2013 12:00:00 AM,03/15/2013 12:00:00 AM,,FALSE,03/18/2013 12:00:00 AM,Exempt,30610(c),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/18/2013 12:00:00 AM,FALSE,,FALSE,
211,130311-038,Completed,Clarion Lion Properties Fund LP,N/A,Maintain FTZ status,"Site 202,Site 22",Administrative,03/11/2013 12:00:00 AM,03/11/2013 12:00:00 AM,03/15/2013 12:00:00 AM,,FALSE,03/15/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,N/A
212,130314-039,Cancelled,ILWU Local 13,TEUP 1360,"(CANCELLED)Bloody Thursday Annual Picnic on July 5, 2013",Berths 48-49,Administrative,03/14/2013 12:00:00 AM,03/14/2013 12:00:00 AM,03/20/2013 12:00:00 AM,,FALSE,10/02/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,CANCELLED,TRUE,
213,130314-040,Completed,"Warren E&P, Inc.",TEUP 1362,install and maintain geophysical listening devices to image and map geological strata and potential faults,Specified Areas - see maps in file,Development,03/14/2013 12:00:00 AM,03/14/2013 12:00:00 AM,03/22/2013 12:00:00 AM,04/11/2013 12:00:00 AM,FALSE,04/11/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/29/2013 12:00:00 AM,FALSE,Received Executed TEUP on 4/5/13,FALSE,
214,130318-041,Completed,POLA,Owner,Construction of concrete monument,Wilmington Waterfront Park,Development,03/18/2013 12:00:00 AM,03/19/2013 12:00:00 AM,03/20/2013 12:00:00 AM,,TRUE,03/27/2013 12:00:00 AM,Exempt,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,03/27/2013 12:00:00 AM,FALSE,,FALSE,
215,130319-042,Completed,PUMA North America Inc.,N/A,activate FTZ Site 28 operations from Cal Cartage,"20903 South Maciel Ave. Long Beach, CA 90810",Administrative,03/19/2013 12:00:00 AM,03/19/2013 12:00:00 AM,04/08/2013 12:00:00 AM,,FALSE,04/08/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
216,130319-043,Completed,"PUMA North America, Inc.",N/A,activate FTZ Site 9 operations from Cal Cartage,"219750 Van Ness Ave. Torrance, CA 90501",Administrative,03/19/2013 12:00:00 AM,03/19/2013 12:00:00 AM,04/08/2013 12:00:00 AM,,FALSE,04/08/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
217,130320-044,Cancelled,(CANCELLED)Justice For Murdered Children,TEUP 1363,"Festival/Carnival for unity in the community 
Event dates including set-up and tear down - 6/3-11/2013",Parking lot North of Utro's,Development,03/20/2013 12:00:00 AM,03/20/2013 12:00:00 AM,04/08/2013 12:00:00 AM,,FALSE,04/24/2013 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"CANCELLED

Per Vicki, event is on hold, location may change",TRUE,
218,130321-045,Accepted,City of Los Angeles (TIWRP),Permit No. 853,"Advance Wastewater Purification Facility Product Stabilization System Improvement - replacement of chem. Storage tanks, removal of tanks supports and containment pads and installation of new tanks, supports and pads and reconnection",445 Ferry Street - TIWRP,Development,03/21/2013 12:00:00 AM,03/21/2013 12:00:00 AM,04/02/2013 12:00:00 AM,,FALSE,,Level II,N/A,14-07,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,02/12/2014 12:00:00 AM,FALSE,2/27/14: Site visit conducted on 2/5/14; working on board report for 1st Board meeting in April; applicant to send full set of drawings; HEP will not be issued.,FALSE,
219,130322-046,Completed,POLA,Owner,Maintenance Dredging to maintain required water depth,Berth 24 Cabrillo Beach Boat Launching Ramp & Berth 36 Cabrillo Beach Yacht Club,Development,03/22/2013 12:00:00 AM,03/22/2013 12:00:00 AM,04/02/2013 12:00:00 AM,,FALSE,04/04/2013 12:00:00 AM,Exempt,30610(b),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,04/04/2013 12:00:00 AM,FALSE,,FALSE,
220,130322-047,Completed,Sprint PCS,"RP02-07, TEUP 1374","Antenna modification project-Removing 12 existing antennas, installing 2 new antennas. Installing 4 new RRHs, removing all existing coax cables, installing 2 fiber optic cable , installing junction box and retrofitting 1 CDMA cabinet","2490 Navy Way, Los Angeles CA 90731",Development,03/22/2013 12:00:00 AM,04/03/2013 12:00:00 AM,05/24/2013 12:00:00 AM,09/27/2013 12:00:00 AM,FALSE,09/27/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/24/2013 12:00:00 AM,FALSE,9/18/2013: Received Executed TEUP,FALSE,
221,130327-048,Completed,Long Beach Opera,TEUP 1361,"MACBETH performance June 15, 22, and 23, 2013
Deliveries - June 3-6, 2013 (with stage set-up).",Berth 92,Development,03/27/2013 12:00:00 AM,03/27/2013 12:00:00 AM,04/08/2013 12:00:00 AM,,FALSE,06/27/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,04/10/2013 12:00:00 AM,FALSE,"6/27/13:Per John I., ADP is closed because project was built w/o HEP.

 EXECUTED TEUP ON 6/7/13

LB Opera signature",FALSE,
222,130327-049,Completed,"Los Angeles Choreographers and Dancers, Inc.",TEUP 1365,"SP (heart) TriArt Festival Sept. 21-22, 2013 with stage set-up",south end of Ports O' Call on grass area,Development,03/27/2013 12:00:00 AM,03/27/2013 12:00:00 AM,04/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,FALSE,08/05/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,04/10/2013 12:00:00 AM,FALSE,Received EXECUTED TEUP on 6/19/13,FALSE,
223,130328-050,Completed,"American Crown Circus, Inc.",TEUP 1366,"Acrobatic circus May 30-June 3, 2013 (includes set-up and tear-down)",Outer Harbor Area B. 48-49,Development,03/28/2013 12:00:00 AM,03/29/2013 12:00:00 AM,04/10/2013 12:00:00 AM,06/03/2013 12:00:00 AM,FALSE,06/04/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,04/15/2013 12:00:00 AM,FALSE,Received EXECUTED TEUP on 6/4/13,FALSE,
224,130328-051,Completed,California Highway Patrol,TEUP 1342-2,"use of Port Police Training Room for Officers physical methods of arrest certification on May 16 and June 20, 2013",US CustomHouse on Ferry Street,Administrative,03/28/2013 12:00:00 AM,03/29/2013 12:00:00 AM,04/10/2013 12:00:00 AM,,FALSE,04/22/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"Received Executed 2nd amendment to TEUP 1342 on April 22, 2013.

Received Executed 3rd Amendment on July 24, 2013.",FALSE,
225,130401-052,Completed,San Pedro Kiwanis,TEUP 1367,Free Kite Fly; set one table to assemble kites,22nd St. Park,Administrative,04/01/2013 12:00:00 AM,04/01/2013 12:00:00 AM,04/10/2013 12:00:00 AM,,FALSE,04/12/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,Received Executed TEUP on 4/12/13,FALSE,
226,130401-053,Completed,Catalina Express,Permit 897,"1. Installation of Building Signage
2. Change color scheme on existing entrance","470 E. Swinford/Berth 95, San Pedro, CA. 90731",Development,04/01/2013 12:00:00 AM,04/01/2013 12:00:00 AM,04/17/2013 12:00:00 AM,06/05/2013 12:00:00 AM,FALSE,06/05/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/16/2013 12:00:00 AM,FALSE,,FALSE,
227,130403-054,Completed,Custom Air Warehouse,N/A,Activate Site 32 with Custom Goods,"12200 Arrow Route, Rancho Cucamonga, CA",Administrative,04/03/2013 12:00:00 AM,04/03/2013 12:00:00 AM,04/10/2013 12:00:00 AM,,FALSE,04/10/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
228,130408-055,Completed,Heyday Elite Fitness,TEUP 1347,"2nd Annual ""5k and Port Town Throw Down","Use of 22nd Street Park and adjoining parking lots, Also 5k run go along  22nd Street, Miner Street, Harbor Blvd., Gulch Road, and Crescent Ave.",Development,04/08/2013 12:00:00 AM,04/09/2013 12:00:00 AM,04/17/2013 12:00:00 AM,06/12/2013 12:00:00 AM,FALSE,06/12/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,06/06/2013 12:00:00 AM,FALSE,"Received EXECUTED TEUP on 6/10/13

6/4/13- per Vicky- Heyday Elite will be moving their crossfit event to the lot on 22nd and Sampson Way.  

Missing signature on TEUP Form.
Call applicant and left voicemail.
Also left an email.",FALSE,
229,130409-056,Completed,Fujitrans USA Inc.,N/A,extension of FTZ operating agreement No. 2648 for 5 years,"1231 E 230th Street, Carson 90745",Administrative,04/09/2013 12:00:00 AM,04/09/2013 12:00:00 AM,04/19/2013 12:00:00 AM,,FALSE,04/19/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,,FALSE,
230,130409-057,Accepted,Pacific Battleship Center,,installation of shore side power and data to Battleship Iowa,Berth 87,Development,04/09/2013 12:00:00 AM,04/09/2013 12:00:00 AM,,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"10/2/13: might be cancelled if applicant doesn't get back to us

4/26 - Applicant will submit revised form #408 and drawings

10/28/13: Mike Christensen is having meeting today to discuss with Engineering, Cynthia Ruiz and RED.

12/3/13: Per Carol, PDC will decide if Port is going to do the work",FALSE,
231,130411-058,Completed,"City of LA, Dept. of Public Works",1493,Remove and replace or rehabilitate 7540 reach feet of sewer pipes,"Harbor port parking area- bounded by Lomita Blvd to the north, Marine Ave. to the west, Terminal Island freeway to the east, and Nissan Way to the south.",Development,04/12/2013 12:00:00 AM,04/12/2013 12:00:00 AM,04/24/2013 12:00:00 AM,,TRUE,08/28/2013 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/10/2013 12:00:00 AM,FALSE,"Will need right-of-entry from WWL, doesnt require HEP. This is closed.",FALSE,
232,130412-059,Completed,George's Body Shop & Auto Sales,,Lease renewal,"927 Vreeland Ave, Wilmingto CA 90744",Administrative,04/12/2013 12:00:00 AM,04/12/2013 12:00:00 AM,05/15/2013 12:00:00 AM,,TRUE,04/26/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,TRUE,CA- prepare RP,FALSE,
233,130415-060,Completed,Praxair Inc.,Lease No. 88,installation of foundation pad (6'X10') and replacement of foundation pad (10'X10') to (12'X12'),"2300 E. PCH, Wilmington",Development,04/15/2013 12:00:00 AM,04/16/2013 12:00:00 AM,05/16/2013 12:00:00 AM,06/21/2013 12:00:00 AM,FALSE,06/21/2013 12:00:00 AM,Exempt,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/21/2013 12:00:00 AM,FALSE,,FALSE,
234,130417-061,Completed,Fiesta Corazon del Puerto,TEUP 1368,"Fiesta and Resource Fair on June 29, 2013 from 2-10PM - Will have stage",Wilmington Waterfront Park,Development,04/17/2013 12:00:00 AM,04/17/2013 12:00:00 AM,05/10/2013 12:00:00 AM,,FALSE,06/27/2013 12:00:00 AM,Exempt,30610(i)(1),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/13/2013 12:00:00 AM,FALSE,"6/27/13: Per John I., ADP is now closed

Received Executed TEUP on 6/28/12",FALSE,
235,130417-062,Accepted,"Fisherman's Pride Processors, Inc.",Permit 904,"Phase I - repairs and installations at seafood processing facility Buildings 9, 10, and 12","338 Cannery Street, Terminal Island",Development,04/17/2013 12:00:00 AM,04/19/2013 12:00:00 AM,02/06/2014 12:00:00 AM,,FALSE,,Level II,N/A,14-05,03/06/2014 12:00:00 AM,FALSE,03/25/2014 12:00:00 AM,FALSE,02/20/2014 12:00:00 AM,FALSE,03/25/2014 12:00:00 AM,FALSE,1,03/05/2014 12:00:00 AM,FALSE,,TRUE,03/25/2014 12:00:00 AM,FALSE,3,,,01/17/2014 12:00:00 AM,FALSE,"10/2/13: Jeremy K.- Real Estate is negotiating with the tenant.  This ADP is going to take a while.  They are working on a long-term lease.  Plus, according to EMD, this project will most likely require an MND which normally takes approx.. 6 to 9 months.

1/30/14: Engineering needs wet stamped drawings

2/27/14: CDP went to the board on 2/20/14; Prop 5 period ends 3/6/14; Applicant to submit engineering drawing
3/3/14: Per Jeremy project needs to go through city council review.

4/8/14: Engineering will issue a series of HEPs, one will be demo, since applicant has not finalized plans.",FALSE,
236,130418-063,Cancelled,(CANCELLED) USC Marshall School of Business,,(CANCELLED) event to tour POLA Maritime Law Enforcement Training Center along with boat tours and presentations by staff and K-9,"300 Water Street, Wilmington",Administrative,04/18/2013 12:00:00 AM,04/19/2013 12:00:00 AM,,,FALSE,05/23/2013 12:00:00 AM,N/A,N/A,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"Per Vicki and from her notes, ADP is CANCELLED.",TRUE,
237,130418-064,Accepted,"New Cingular Wireless PCS, LLC",TEUP 1369,engineering study and environmental sampling at Former Navy Reserve Training Center,801 Reeves Ave. San Pedro,Development,04/18/2013 12:00:00 AM,04/19/2013 12:00:00 AM,04/26/2013 12:00:00 AM,,FALSE,,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,04/29/2013 12:00:00 AM,FALSE,"10/2/13: TEUP is with the applicant
12/3/13: Applicant needs to pickup HEP",FALSE,
238,130418-065,Completed,POLA,Port owned,construction of solide oxide fuel cell (SOFC) system and decorative protective fence to supply power to HAB,south west corner of parking lot of Liberty Hill Plaza,Development,04/18/2013 12:00:00 AM,04/19/2013 12:00:00 AM,05/16/2013 12:00:00 AM,,FALSE,05/24/2013 12:00:00 AM,Exempt,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,05/24/2013 12:00:00 AM,FALSE,,FALSE,
239,130418-066,Accepted,POLA,Port owned,construction of a 100 meter tall meterological tower (MET Tower) to accept wind study sensors,Pier 400,Development,04/18/2013 12:00:00 AM,04/19/2013 12:00:00 AM,,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,"10/2/13: EMD have a consultant on board and had a kickoff meeting on 6/6/13 to begin work on an Initial Study. EMD meeting with resource agencies involved.

4/8/14: Negotiations with US Fish & Wildlife",FALSE,
240,130419-067,Completed,Phillips 66 Company,Permit No. 643; TEUP 1381,Union Oil Harbor Pipeline Removal and Abandonment Project,the intersection of Front and Pacific Streets to Battery Street,Development,04/19/2013 12:00:00 AM,04/19/2013 12:00:00 AM,06/10/2013 12:00:00 AM,09/17/2013 12:00:00 AM,FALSE,09/17/2013 12:00:00 AM,Level I,N/A,13-07,08/08/2013 12:00:00 AM,FALSE,08/14/2013 12:00:00 AM,FALSE,,FALSE,07/25/2013 12:00:00 AM,FALSE,,,FALSE,,FALSE,08/14/2013 12:00:00 AM,FALSE,,,,06/17/2013 12:00:00 AM,FALSE,"7/25/13:CDP Approved
8/27/13: Received Executed TEUP
8/28/13: ENG to issue permit",FALSE,
