Client Prefix,Client First Name,Client Middle Name,Client Last Name,Client Suffix,Lobbying Firm,Registration Year,Date Representation Began,Date Terminated,Date Registered,Client Street Address,Client Street Address 2,Client City,Client State,Client Zip,Client Zip+4,Client Area Code,Client Telephone,Client Telephone Ext,Client Email,Client Alt Area Code,Client Alt Telephone,Client Alt Telephone Ext,Client Fax Area Code,Client Fax Number,Client Website,City Agencies,Lobbying Firm Registration Form
,Samir,,Bhansali,,"Planning Associates, Inc.",2015,01/06/2015,12/31/2015,01/06/2015,"606 South Olive Street, Suite 1950",,Los Angeles,CA,90014,,213,448-7364,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"Horace Heidt Agency Company, Inc.",,"Planning Associates, Inc.",2015,01/13/2015,12/31/2015,01/13/2015,14155 Magnolia Boulevard,,Sherman Oaks,CA,91423,,818,784-8211,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,Trudy,,Presser,,"Planning Associates, Inc.",2015,01/13/2015,12/31/2015,01/13/2015,1820 Ivanhoe Avenue,,Lafayette,CA,94549,,925,899-4058,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"Sypder Aviation, LLC",,"Planning Associates, Inc.",2015,01/13/2015,12/31/2015,01/13/2015,2821 Bottlebrush Drive,,Los Angeles,CA,90077,,310,282-2110,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,Toll Brothers,,"Planning Associates, Inc.",2015,01/06/2015,12/31/2015,01/06/2015,11280 Corbin Avenue,,Porter Ranch,CA,91326,,818,332-7216,,,,,,,,,"City Council (incl. Districts and Committees) | General Services | Planning, City | Public Works, Engineering | Recreation & Parks",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"Weddington Golf and Tennis, LLC",,"Planning Associates, Inc.",2015,01/06/2015,12/31/2015,01/06/2015,4167 Bakman Avenue,,North Hollywood,CA,91602,,818,762-3998,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"MBL Narcisus, LLC",,"Planning Associates, Inc.",2015,01/29/2015,12/31/2015,01/29/2015,"2550 Overland Avenue, Suite 200",,Los Angeles,CA,90064,,310,559-1112,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"FLAG Capital Management, LLC",,"FLAG Capital Management, LLC",2015,01/01/2015,12/31/2015,01/29/2015,1266 East Main Street,5th floor,Stamford,CT,06902,,617,557-5702,,geoff@flagcapital.com,203,893-3818,,617,557-0029,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3767
,,,"MBL Sperry, LLC",,"Planning Associates, Inc.",2015,01/29/2015,12/31/2015,01/29/2015,"2550 Overland Avenue, Suite 200",,Los Angeles,CA,90064,,310,559-1112,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,"Roll Properties International, Inc.",,"Planning Associates, Inc.",2015,01/29/2015,12/31/2015,01/29/2015,"11444 West Olympic Boulevard, 10th Floor",,Los Angeles,CA,90064,,310,996-8470,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City | Public Works, Engineering",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3766
,,,Champion Real Estate Company,,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"11601 Wilshire Blvd., Suite 1650",,Los Angeles,CA,90025,,310,312-8020,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"CRE-HAR SoCal Lot JV, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd, #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,"Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"CRE-HAR SoCal Office JV, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd, #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,"Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Crossroads Associates,,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,6363 Wilshire Blvd. #600,,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"Forest City Residential West, Inc.",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,949 S Hope St Ste 110,,Los Angeles,CA,90015,,213,488-0010,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"Harridge Development Group, LLC",,Liner LLP,2014,06/01/2014,12/31/2014,07/16/2014,"6363 Wilshire Blvd., #600",,Los Angeles,CA,90048,,323,6581511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Larchmont Village Partners One LLC,,Liner LLP,2014,08/03/2014,12/31/2014,10/24/2014,704 Trenton Drive,,Beverly Hills,CA,90210,,310,6505432,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Lindy Trust and Margaret L. Blume Trust,,Liner LLP,2014,04/01/2014,12/31/2014,07/16/2014,"6671 Sunset Blvd., Suite 1575",,Los Angeles,CA,90028,,323,4635611,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Lowe Enterprises Inc.,,Liner LLP,2014,04/01/2014,12/31/2014,07/16/2014,"11777 San Vicente Boulevard, Suite 900",,Los Angeles,CA,90049,,310,8206661,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Millennium Partners,,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"1995 Broadway, 3rd Floor",,New York,NY,10023,,212,875-4900,,,,,,,,,"ALL CITY AGENCIES | City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,MREC HD Blake Street,,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd., #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"MREC HD Elysian Park, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd., #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"MREC Tramonto, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd, #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Nationwide RP,,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,120 N. Robertson Boulevard,,Los Angeles,CA,90048,,310,657-8420,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"Nordhoff Associates, LLC",,Liner LLP,2014,06/01/2014,12/31/2014,07/16/2014,"6363 Wilshire Blvd., #600 ",,Los Angeles,CA,90048,,323,6581511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"So Cal North Serrano SPV I, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,02/28/2014,"6363 Wilshire Blvd, #600",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,"ALL CITY AGENCIES | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,Tatsu Ramen LLC,,Liner LLP,2014,08/03/2014,12/31/2014,10/24/2014,7111 Melrose Ave.,,Los Angeles,CA,90046,,310,4087183,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"Atlas Capital Group, LLC",,Liner LLP,2014,02/03/2014,12/31/2014,01/29/2015,"505 Fifth Avenue, 28th Floor",,New York,NY,10017,,212,554-2250,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,"Jia Yuan USA Co., Inc.",,Liner LLP,2014,02/03/2014,12/31/2014,01/29/2015,1020 South Figueroa Street,Room 925,Los Angeles,CA,90015,,213,743-7660,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3769
,,,2004 Soraiya Hanasab Trust,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,"606 S. Olive Street, #600",,Los Angeles,CA,90014,,818,933-0200,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Brentwood Stakeholders,,Gaines & Stacey LLP,2014,04/01/2014,12/31/2014,07/21/2014,"11990 San Vicente Blvd., Suite 200",,Los Angeles,CA,90049,,310,806-9822,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Community Recycling,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,9189 De Garmo Avenue,,Sun Valley,CA,91352,,818,767-6000,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,Dan,,Hosseini,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,"15335 Morrison Avenue, Suite 150",,Sherman Oaks,CA,91403,,310,473-6575,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Snowball West Investment LP,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,P.O. Box 573160,,Tarzana ,CA,91357,,818,774-1340,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Thomas Safran & Associates,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,"11812 San Vicente Blvd., Suite 600",,Los Angeles,CA,90049,,310,820-4888,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Vons,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,618 Michillinda Avenue,,Arcadia,CA,91007,,626,821-7057,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,WH Winnetka 60 LLC,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,04/08/2014,21080 Centre Point Parkway,,Santa Clarita,CA,91350,,661,222-9207,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,Richard,,Weintruab,,Gaines & Stacey LLP,2014,01/01/2014,12/31/2014,01/29/2015,P.O 6528,,Malibu,CA,90264,,310,457-8962,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,Ben,,Forat,,Gaines & Stacey LLP,2014,12/09/2014,12/31/2014,01/29/2015,11514 Ventura Blvd,,Studio City,CA,91604,,818,980-8999,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,Ron,,Berg,,Gaines & Stacey LLP,2014,12/17/2014,12/31/2014,01/29/2015,P.O. Box 8817,,Calabasas,CA,91372,,818,414-2497,,,,,,,,,Housing Authority (HACLA),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3770
,,,Apartment Association of Greater L.A.,,Apartment Association of Greater L.A.,2015,01/01/2015,12/31/2015,01/29/2015,621 S. Westmoreland Ave,,Los Angeles,CA,90005,,213,384-4131,335,jim@aagla.org,,,,213,382-3970,www.aagla.org,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3771
,,,Academy of Motion Picture Arts and Sciences,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,8949 Wilshire Blvd.,,Beverly Hills,CA,90211,1972,310,2473000,377,,,,,310,859-9351,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,"Avis Budget Group, Inc.",,Marathon Communications Inc,2014,09/01/2014,12/31/2014,09/25/2014,6 Sylvan Way,,Parsippany,NJ,07054,,973,496-5072,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | City Clerk | Public Works, Board of | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Bechtel Infrastructure Corporation,,Marathon Communications Inc,2014,05/01/2014,12/31/2014,06/24/2014,"12011 Sunset Hills Road, Suite 110",,Reston,VA,20190,5919,571,392-3888,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Burbank-Glendale-Pasadena Airport Authority,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,2627 N. Hollywood Way,,Burbank,CA,91505,,818,840-8840,,dfeger@bur.org,,,,818,557-0263,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,DFS North America,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,1580 Francisco St,,Torrance,CA,90501,,310,783-6600,,,,,,310,783-6601,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,iStar Financial,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,"5 Park Plaza, Suite 1640",,Irvine,CA,92614,,949,567-8066,,smagee@istarfinancial.com,,,,949,567-2411,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Millennium Partners,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,1995 Broadway,,New York,NY,10023,,212,875-4900,,,,,,212,595-1831,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,"PHR LA Mart, LLC",,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,"3191 Casitas Avenue, Suite 130",,Los Angeles,CA,90039,,323,300-3700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Rainbow Environmental Services,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,17121 Nichols Lane,,Huntington Beach,CA,92647,,714,847-3581,,Bshuman@rainbowes.com,,,,714,841-4660,www.RainbowES.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,The Ratkovich Company,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,"800 Wilshire Boulevard, Suite 1425",,Los Angeles,CA,90017,,213,486-6500,,cdebriere@ratkovich.net,,,,213,486-6509,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Townscape Partners,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,One West Century Drive,,Los Angeles,CA,90067,,310,285-7082,,tsiegel@townscapepartners.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,Travelex Currency Services Inc.,,Marathon Communications Inc,2014,01/01/2014,12/31/2014,01/29/2014,"29 Broadway, 1st Floor",,New York City,NY,10006,,212,701-0476,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,,,"Wilson University Gateway, LLC",,Marathon Communications Inc,2014,05/15/2014,12/31/2014,06/24/2014,"111 South Wacker Drive, Suite 3300",,Chicago,IL,60606,,312,324-6089,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3776
,Ben ,,Soleimani,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,433 North Camden Dr. Suite 888,,Beverly Hills,CA,90210,,310,2742883,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,Tony,,Bill,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,3163 Donald Douglas Loop South,,Santa Monica,CA,90405,,310,3965937,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Marina Pacific Hotel and Suites, Inc.",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,1697 Pacific Ave,,Venice,CA,90292,,310,3968464,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,The Management Group,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,9100 Wilshire Blvd,,Beverley Hills,CA,90212,,310,2710300,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Otis College of Art and Design,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,9045 Lincoln Blvd.,,Los Angeles,CA,90045,,310,665-6940,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Brookfield Office Properties,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,"601 South Figueroa Street, Suite 2200",,Los Angeles,CA,90017,,213,330-8026,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Century City Realty, LLC",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,900 North Michigan Avenue,Suite 1400,Chicago,IL,60611,,312,9151934,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Goldstein Planting Partners, LLC",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,"11777 San Vicente Blvd., Suite 550 ",,Los Angeles,CA,90049,,310,559-2300,309,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Hooman Automotive Group,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,1800 East Spring Street,,Signal Hill,CA,90755,,800,973-3689,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,C&C Partners Design/Build Firm Inc. ,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,1601 Pacific Coast Highway #160,,Hermosa Beach,CA,90254,,310,3220803,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,Jeff,,Franklin,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,10066 Cielo Drive,,Beverly Hills,CA,90210,,310,2734870,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,Kevin,,Chen,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,1129 E. 5th Street,,Los Angeles,CA,90013,,818,9677693,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,LA Taxi Cooperative,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,2129 W. Rosecrans Avenue,,Gardena,CA,90249,,310,965-5807,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Nederlander of California, Inc.",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,6322 Hollywood Boulevard,,Los Angeles,CA,90028,,323,468-1700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,SP Plus Municipal Services,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,1055 W. 7th Street,15th Floor,Los Angeles,CA,90017,,213,488-3175,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Lion Boylston, LLC",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,11620 Wilshire Blvd.,Suite 470,Los Angeles,CA,90025,,310,9366389,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Summit Media,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,"11693 San Vicente Blvd., #265",,Los Angeles,CA,90049,,310,7093158,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Vopak Terminal Los Angeles, Inc.",,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,401 Canal Avenue,,Wilmington,CA,90744,,310,518-6422,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Jerico Development Company,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,461 W. 6th St. Ste 300,,San Pedro,CA,90731,,310,5197257,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Paramount Contractors & Developers,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,6464 Sunset Blvd. Ste 700,,Hollywood,CA,90028,,323,4620863,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,SA Recycling,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,2411 N. Glassell St,,Orange ,CA,92865,,714,4704411,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,New Roads School,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,3131 Olympic Blvd,,Santa Monica,CA,90404,,310,8285582,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,Jones BH Acquisition LLC,,"Glaser, Weil, Fink, Howard, Avchen & Shapiro, LLP",2015,01/27/2015,12/31/2015,01/29/2015,8850 Wilshire Blvd,,Beverly Hills,CA,90211,,310,1112222,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3740
,,,"Logisticare Solutions, LLC",,"Capitol Advocacy, LLC",2015,01/30/2015,12/31/2015,01/30/2015,"1275 Peachtree Street, NE, 6th Floor",,Atlanta,GA,30309,,404,888-5813,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3780
,,,Freeport-McMoran Oil & Gas,,Rick Taylor and Associates,2015,01/01/2015,12/31/2015,01/30/2015,"717 Texas Ave., Suite 2100",,Houston,Tx,77002,,713,579-6000,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3781
,,,Paramount Construction,,Rick Taylor and Associates,2015,01/01/2015,12/31/2015,01/30/2015,6464 sunset Blvd,,Los Angeles,CA,90028,,323,464-7050,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3781
,,,Academy of Motion Picture Arts and Sciences,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,8949 Wilshire Blvd.,,Beverly Hills,CA,90211,1972,310,2473000,377,,,,,310,859-9351,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
