Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Airport Property Management-VNY | City of Los Angeles,2,2,0,2,100%,100%
Ambassador Program - ONT | City of Los Angeles,2,2,85,1,100%,50%
ARROYO SECO NC_AD HOC TRANSPORTATION COMMITTEE Agenda_Thursday 01.22.15 700PM | City of Los Angeles,2,1,10.5,0,0%,0%
Arte & Cultura | Città di Los Angeles,2,2,252,0,0%,0%
Atwater Village Election Committee Agenda | City of Los Angeles,2,2,0,2,50%,100%
BACKGROUND INVESTIGATOR 1764 | City of Los Angeles,2,2,0,0,0%,100%
Baggage Claim - ONT | City of Los Angeles,2,2,0,2,100%,100%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/01/2015) | City of Los Angeles",2,2,9.5,0,0%,0%
Banning Residence Museum | City of Los Angeles,2,2,0,1,100%,100%
Befreit (von Civil Service) Jobs | Stadt Los Angeles,2,2,12,0,0%,0%
Bicycle Advisory Committee Agenda | City of Los Angeles,2,1,11.5,0,0%,0%
Bicycle Maps | City of Los Angeles,2,2,892,0,0%,50%
Bicycle Parking | City of Los Angeles,2,2,171.5,0,0%,0%
Bicycle Safety | City of Los Angeles,2,2,0,1,100%,100%
Bike Path and Bike Lane Maintenance Information - The City of Los Angeles,2,1,530,0,0%,50%
Bilingual Storytime with Arts and Crafts - Latino Heritage Month | City of Los Angeles,2,2,15,1,100%,50%
Billing Inquiries/Payment Arrangements - The City of Los Angeles,2,2,26.5,0,0%,0%
"Board of Civil Service Commission Agenda Dec. 18, 2014 (Special Meeting) | City of Los Angeles",2,2,117,0,0%,0%
"Board of Los Angeles Convention and Tourism Development SPECIAL MEETING AGENDA - Oct. 15, 2014 | City of Los Angeles",2,2,0,0,0%,100%
Board of Neighborhood Commissioners Regular Meeting | City of Los Angeles,2,1,8,0,0%,0%
Board of Neighborhood Commissioners Regular Meeting Agenda | City of Los Angeles,2,1,304.5,0,0%,0%
Board of Police Commissioners - The City of Los Angeles,2,2,0,2,100%,100%
Budget & Finance Committee Meeting - CANCELLED | City of Los Angeles,2,2,14,0,0%,0%
Bus Transportes | Cidade de Los Angeles,2,1,9.5,0,0%,0%
Bus Trasporti | Città di Los Angeles,2,1,59.5,0,0%,0%
Business Waste Assessment and Technical Assistance Program | City of Los Angeles,2,2,43,0,0%,50%
Busser/Utility | City of Los Angeles,2,2,9,0,0%,50%
Cabrillo Marine Aquarium - La ciudad de Los Ángeles,2,2,0,1,100%,100%
Calendario para visitantes - La ciudad de Los Ángeles,2,1,61.5,0,0%,0%
Camping Section | City of Los Angeles,2,2,0,1,100%,100%
Cancelled Westlake South NC_Governing Board Meeting Agenda_Mon. 12.22.14 600PM # 2578 | City of Los Angeles,2,1,12.5,0,0%,0%
Career Zone | City of Los Angeles,2,2,12,1,100%,50%
Carolyn's Crew: Crochet and Knitting Club | City of Los Angeles,2,1,26.5,0,0%,0%
Celebrate African American Heritage Month with New Titles in Our African American Collection | City of Los Angeles,2,2,21.5,0,0%,0%
Central Area Planning Commission Agenda | City of Los Angeles,2,1,5,0,0%,50%
Central Hollywood NC Beautification Committee Agenda 102714 515 PM | City of Los Angeles,2,1,28,1,0%,50%
Central Hollywood NC_ Board Regular Meeting Agenda_ 01.26.15 600PM | City of Los Angeles,2,2,5.5,0,0%,0%
Central Hollywood PLANNING and LAND USE MANAGEMENT (PLUM) Agenda 11-10-14 0600_PM | City of Los Angeles,2,2,29,0,0%,0%
Citizenship Class | City of Los Angeles,2,2,0,1,100%,100%
City Attorney - Employee Verification | City of Los Angeles,2,2,40,0,0%,50%
City Off-Street Parking Lots - The City of Los Angeles,2,2,242,1,100%,50%
City Planning Department Personnel Liaison - The City of Los Angeles,2,2,1098,0,0%,50%
Claims Board - Canceled | City of Los Angeles,2,1,7.5,0,0%,0%
Claims Board Meeting - CANCELED | City of Los Angeles,2,1,8,0,0%,0%
Coastal San Pedro NC Board and Stakeholder Meeting Agenda 01-26-15 630PM | City of Los Angeles,2,2,0,1,100%,100%
Coastal San Pedro NC Port & Environment Committee Meeting Notice 01-17-15 9AM | City of Los Angeles,2,2,0,1,100%,100%
Çok Yüksek Yangın Tehlikesi Önem Bölgesi Haritası | Los Angeles Şehir,2,2,0,2,100%,100%
Commercial Filming and Special Events at El Pueblo | City of Los Angeles,2,2,13,1,100%,50%
Commission on Community & Family Services - The City of Los Angeles,2,2,0,1,100%,100%
Commission on Community & Family Services Regular Meeting Agenda | City of Los Angeles,2,1,20,0,0%,0%
Community Emergency Response Team (CERT) Training Program - The City of Los Angeles,2,2,0,2,100%,100%
Community Emergency/Disaster Preparedness Information | City of Los Angeles,2,2,19,0,0%,50%
Complaints about ERB | City of Los Angeles,2,2,16,1,100%,50%
Computer Class | City of Los Angeles,2,2,488,1,0%,0%
Comune | Città di Los Angeles,2,2,67.5,0,0%,0%
Consumer Protection - The City of Los Angeles,2,2,44,0,0%,50%
Contractor Insurance | City of Los Angeles,2,2,12,0,0%,0%
Copy of Pretreatment Program Reports - The City of Los Angeles,2,2,13.5,0,0%,0%
Council and Committee Meetings |,2,2,65,1,0%,50%
Council Committee Meeting Audio | City of Los,2,2,0,1,100%,100%
Council District 4 - Tom LaBonge | City of Los Angeles,2,2,0,2,100%,100%
Council Meeting Video | C,2,2,0,1,100%,100%
Council Meeting Video | City of,2,2,0,2,100%,100%
Council Meeting Video | City of Lo,2,2,0,0,0%,100%
"Council, Council Committees, & Ad Hoc Committees |",2,2,63,1,0%,50%
Creature Camp Out im Zoo von Los Angeles | Los Angeles City,2,1,114,0,0%,50%
Criminal Investigation Division - LAPD | City of Los Angeles,2,2,0,2,100%,100%
Current Elected Officials - The City of Los Angeles,2,2,8.5,0,0%,0%
Current LAX Status Information -- Real-Time - The City of Los Angeles,2,2,0,2,100%,100%
DASH - The City of Los Angeles,2,2,0,0,0%,100%
Dental Office Waste Program - The City of Los Angeles,2,1,56,1,0%,50%
Department of Building and Safety Contractual Opportunities | City of Los Angeles,2,2,5,0,0%,0%
Department of Cultural Affairs Croatian Cultural Center of Greater LA - The City of Los Angeles,2,2,0,2,100%,100%
Department of Cultural Affairs Warner Grand Theatre | City of Los Angeles,2,2,252,1,100%,50%
Directions to El Pueblo Historical Monument | City of Los Angeles,2,2,12,0,0%,0%
Directorio de la Ciudad | Ciudad de Los Ángeles,2,1,104,0,0%,50%
Dla firm - The City of Los Angeles,2,1,2,0,0%,0%
Dla mieszkańców - The City of Los Angeles,2,1,10,0,0%,0%
Dla zwiedzających | miasta Los Angeles,2,2,20,0,0%,50%
Documents Oficials Electes | Ciutat de Los Angeles,2,1,7,0,0%,0%
Domestic Partnerships or Apostille of Documents - The City of Los Angeles,2,2,0,1,100%,100%
Downtown Los Angeles Streetcar Project / Evaluation of 2014 AECOM Economic Impacts Study / Consultant Contract(s) | City of Los Angeles,2,2,6,0,0%,50%
Driveway Approval - The City of Los Angeles,2,2,0,2,100%,100%
Driveway Approval | City of Los Angeles,2,2,91,0,0%,50%
Drum Barracks Civil War Museum | City of Los Angeles,2,2,0,2,100%,100%
Dry Cleaners - Perchloroethylene Certification Program - The City of Los Angeles,2,2,0,2,100%,100%
Dry Cleaners - Perchloroethylene Certification Program | City of Los Angeles,2,2,13,1,100%,50%
EAGLE ROCK NC REGULAR FULL BOARD MEETING AGENDA 01-06-15 7PM | City of Los Angeles,2,1,44,0,0%,0%
Economic Development Committee - SPECIAL MEETING | City of Los Angeles,2,2,0,0,0%,100%
Education and Training for Neighborhood Councils - The City of Los Angeles,2,2,22,0,0%,50%
El Pueblo Monumento Histórico | Ciudad de Los Ángeles,2,1,27,0,0%,0%
Election Services for Neighborhood Councils | City of Los Angeles,2,2,38.5,0,0%,0%
ELECTRIC DISTRIBUTION MECHANIC 3879 | City of Los Angeles,2,1,57,0,0%,50%
Emergency Preparedness Information | City of Los Angeles,2,1,8.5,0,0%,0%
Emergency Restrictive Parking Management Plan / Beachwood Canyon / Vicinity of the Hollywood Sign | City of Los Angeles,2,2,25,0,0%,0%
"Employment Verification-City Clerk, Mayor, Council | City of Los Angeles",2,2,35,0,0%,50%
Empowerment Congrs West_ECONOMIC EMPOWERMENT COMMITTEE SPECIAL MEETING AGENDA_THURSDAY 01.22.14 700 | City of Los Angeles,2,1,56.5,0,0%,0%
Empowerment Congrss West_SPECIAL TOWN HALL MEETING AGENDA Sat. 01.03.15_930 AM | City of Los Angeles,2,1,8,0,0%,0%
Energy Conservation | City of Los Angeles,2,2,28,2,50%,50%
Engineering Bureau (Public Works) | City of Los Angeles,2,2,0,0,0%,100%
Engineering Manager | City of Los Angeles,2,2,42,0,0%,50%
Ethics Commission Meeting Canceled | City of Los Angeles,2,2,0,2,100%,100%
Etusivu | City of Los Angeles,2,2,34,2,50%,50%
Farmers Market - The City of Los Angeles,2,2,7,0,0%,50%
February and March Meeting Schedule | City of Los Angeles,2,1,9,0,0%,0%
Fee Title Information - The City of Los Angeles,2,2,20,1,100%,50%
Feedback Regarding Senior Programs | City of Los Angeles,2,2,44.5,0,0%,0%
Field Service Test Engineer | City of Los Angeles,2,2,20,0,0%,50%
Filing Incident Claim with The Los Angeles Convention Center | City of Los Angeles,2,2,17,1,100%,50%
Filming Permits/Filming Inspections/Studio Inspections - The City of Los Angeles,2,2,0,0,0%,100%
Fire | City of Los Angeles,2,2,1480,0,0%,50%
Fire Commission | City of Los Angeles,2,2,7,0,0%,50%
Fire Dept. Community Relations - The City of Los Angeles,2,2,0,2,100%,100%
Fire Prevention Bureau - Legal Liaison Unit - The City of Los Angeles,2,2,0,1,100%,100%
Fixed Base Operators-VNY | City of Los Angeles,2,2,0,2,50%,100%
Force Investigation Division - The City of Los Angeles,2,2,24,1,100%,50%
Force Investigation Division | City of Los Angeles,2,2,0,2,100%,100%
Free Income Tax Preparation with VITA Volunteers | City of Los Angeles,2,2,108,0,0%,0%
Friends of the North Hollywood Branch Book Sale | City of Los Angeles,2,2,5,0,0%,50%
Für Unternehmen | Stadt Los Angeles,2,2,7,0,0%,50%
General Counsel for the Police Department Division - The City of Los Angeles,2,1,86,1,0%,0%
General Counsel for the Police Department Division | City of Los Angeles,2,2,33,1,100%,50%
General information on the Convention Center - The City of Los Angeles,2,2,86,1,100%,50%
General information on the Convention Center | City of Los Angeles,2,2,34,0,0%,0%
Golf Operations and Maintenance - The City of Los Angeles,2,2,133.5,0,0%,0%
Govern de la Ciutat | Ciutat de Los Angeles,2,1,14,0,0%,0%
Governo da Cidade | Cidade de Los Angeles,2,2,25,0,0%,0%
Grad Los Angeles,2,2,18,2,50%,50%
Great Books Discussion Group | City of Los Angeles,2,2,0,2,100%,100%
"Greater Echo Park Elysian NC Regular Meeting d the Parks, Public Works and Environment Committee 1 | City of Los Angeles",2,1,144.5,0,0%,0%
GREATER WILSHIRE NC_Board Meeting Agenda_Wed. 01.14.15 700PM | City of Los Angeles,2,1,70,0,0%,0%
Griffith Observatory | Stadt Los Angeles,2,1,24,0,0%,0%
Harbor City NC_Outreach Committee-Council at Large Meeting Mtg Agenda_ Wed. 01.28.15 400PM | City of Los Angeles,2,1,66,0,0%,0%
Harbor City NC_Stakeholder Meeting Agenda_Wednesday 01.21.15 600pm | City of Los Angeles,2,1,33.5,1,0%,0%
Harbor Department Employee Verification | City of Los Angeles,2,2,27,1,100%,50%
Haunted Hollywood | City of Los Angeles,2,2,0,0,0%,100%
Hiking | City of Los Angeles,2,2,184,1,0%,50%
Historic Sites and Museums | City of Los Angeles,2,2,26,0,0%,0%
Hoiday Show (12/19/2014) | City of Los Angeles,2,2,50,0,0%,50%
Horse Manure Containers - The City of Los Angeles,2,2,24,1,100%,50%
Hotel Accommodations-VNY | City of Los Angeles,2,2,812,0,0%,50%
Housing Enforcement | City of Los Angeles,2,2,18,0,0%,0%
How To Become A Reserve Police Officer - The City of Los Angeles,2,2,0,2,100%,100%
Immigration and Income Tax - The City of Los Angeles,2,2,0,0,0%,100%
Immigration and Income Tax | City of Los Angeles,2,2,32,0,0%,50%
Imparare da Training Online | Città di Los Angeles,2,1,62,0,0%,50%
Impuestos de Negocios y Licencia | Ciudad de Los Ángeles,2,1,140,1,0%,50%
Incident Management Training Bureau - LAPD | City of Los Angeles,2,2,872,2,50%,50%
Information about Roadwork in Progress - The City of Los Angeles,2,2,0,0,0%,100%
Inici | Ciutat de Los Angeles,2,1,32,1,0%,50%
Inside Wireman Apprentice | City of Los Angeles,2,2,244,0,0%,0%
Inspection Services for City Contracted Construction Projects | City of Los Angeles,2,2,18,0,0%,50%
Inspections for 24-Hour Care Facilities or Institutions | City of Los Angeles,2,2,57.5,0,0%,0%
"Inspections for A, HC, General Deposit and Special Deposit Excavation | City of Los Angeles",2,2,46,1,100%,50%
Internal Audits & Inspections Division - LAPD - The City of Los Angeles,2,2,41.5,2,0%,0%
"International Trade Development, Shipping and Maritime Services - The City of Los Angeles",2,2,82,1,100%,50%
Internet Flight Tracking System -- LAX - The City of Los Angeles,2,2,0,1,100%,100%
iWATCH - LAPD - The City of Los Angeles,2,2,14,0,0%,0%
Japanese Garden Rental for Special Occasions - The City of Los Angeles,2,2,14.5,0,0%,0%
Knitting and Crochet Club | City of Los Angeles,2,2,50.5,0,0%,0%
LA CITYVIEW 35 & stadtweiten MEDIA | Stadt Los Angeles,2,1,63,0,0%,0%
La Plaza de Cultura y Artes | City of Los Angeles,2,2,0,1,100%,100%
La plupart des services demandés pour les visiteurs | Ville de Los Angeles,2,2,120,0,0%,0%
Labor Compliance Monitoring - The City of Los Angeles,2,2,0,2,100%,100%
LADOT Development Services | City of Los Angeles,2,2,480,1,0%,50%
Lake Balboa NC Special Meeting Agenda Recreation and Parks 10-14-14 7PM. | City of Los Angeles,2,1,22,1,0%,50%
Law Class: How to Avoid Probate | City of Los Angeles,2,2,27,1,100%,50%
Lead Warehouse Agent | City of Los Angeles,2,2,78.5,0,0%,0%
Lead-Based Paint Hazard Control Program - The City of Los Angeles,2,2,23,1,100%,50%
LEGO CLUB | City of Los Angeles,2,2,0,2,100%,100%
LFNC Governing Board Agenda 01-20-15 730PM | City of Los Angeles,2,2,111,0,0%,50%
Library | City of Los Angeles,2,2,30.5,1,0%,0%
Library Complaints - The City of Los Angeles,2,2,0,2,100%,100%
Library Complaints | City of Los Angeles,2,2,0,2,50%,100%
LICENSED VOCATIONAL NURSE 2332 | City of Los Angeles,2,2,104,0,0%,50%
Listing of City-Certified Firms - The City of Los Angeles,2,1,181,0,0%,0%
Literacy Services | City of Los Angeles,2,2,1094,1,100%,50%
Long-Distance Vans -- LAX | City of Los Angeles,2,2,58,1,0%,50%
"Los Angeles City Council Agenda, Corrected | City of Los Angeles",2,1,19,0,0%,0%
"Los Angeles Convention & Exhibition Center Authority Meeting - Jan. 14, 2015 | City of Los Angeles",2,2,32,1,100%,50%
Los Angeles Convention Center Public Relations - The City of Los Angeles,2,2,42,1,100%,50%
Los Angeles World Airports Complaints - The City of Los Angeles,2,2,23,0,0%,0%
Los Angeles World Airports Complaints | City of Los Angeles,2,2,626,1,0%,50%
Lost and Found -- LAX | City of Los Angeles,2,2,0,2,0%,100%
Made In L.A. Fall Film Series: A Film by David Lynch | City of Los Angeles,2,1,10,0,0%,0%
Marine Aquarium | Ville de Los Angeles,2,1,33,0,0%,0%
Mechanical Code Desk - The City of Los Angeles,2,2,5,1,100%,50%
"Media And Community Relations on PW - CD 2, 3, 12 | City of Los Angeles",2,2,16,0,0%,50%
Microchipping | City of Los Angeles,2,2,30.5,0,0%,0%
Mid City West Community Council Executive Council Meeting Agenda 01-27-15 7PM | City of Los Angeles,2,1,73,0,0%,0%
Mid-City West_Joint Mtg Communications & Outreach & Ad-Hoc Event Committees Agenda_Thursday 01.22.15 | City of Los Angeles,2,2,45,1,100%,50%
Million Trees Initiative | City of Los Angeles,2,2,0,2,50%,100%
Mills Act Historical Property Contracts - The City of Los Angeles,2,2,0,1,100%,100%
Mills Act Historical Property Contracts | City of Los Angeles,2,1,90,0,0%,50%
Municipal Counsel Branch - The City of Los Angeles,2,2,21.5,0,0%,0%
Municipal Counsel Branch | City of Los Angeles,2,2,82,0,0%,50%
Museos y Exposiciones | Ciudad de Los Ángeles,2,2,12,0,0%,50%
NC Valley Village Board Meeting Agenda 01-28-15 630PM | City of Los Angeles,2,2,0,1,100%,100%
Neighborhood Council Contact Information - The City of Los Angeles,2,2,197.5,0,0%,0%
News from the Port of Los Angeles | City of Los Angeles,2,2,8,1,100%,50%
Northridge East NC Education Committee Agenda 01-28-15 4PM | City of Los Angeles,2,1,13,0,0%,0%
Northridge South NC Regular Meeting Agenda 01-22-15 7PM | City of Los Angeles,2,1,64,0,0%,0%
Northridge West NC Planning Land Use and Zoning Committee Meeting Agenda 12-23-14 630PM | City of Los Angeles,2,1,14.5,1,0%,0%
NORTHWEST SAN PEDRO NC_Pathways to Employment IV - Ad Hoc Committee Meeting_Tues. 01.27.15 600 PM | City of Los Angeles,2,2,25,0,0%,50%
Ogólnomiejskie Usługi - City of Los Angeles,2,2,120.5,0,0%,0%
Online Airport Security Guidelines | City of Los Angeles,2,2,215,0,0%,50%
Online Airport Tenant Directory - ONT - The City of Los Angeles,2,2,59.5,0,0%,0%
Online Airport Tenant Directory -- LAX | City of Los Angeles,2,2,0,2,50%,100%
Online Flight Schedules -- LAX | City of Los Angeles,2,2,109,0,0%,0%
Open to,2,2,0,0,0%,100%
Operations Central Bureau - LAPD - The City of Los Angeles,2,2,322,2,50%,50%
Operations Central Bureau - LAPD | City of Los Angeles,2,2,0,2,50%,100%
Otras oportunidades de empleo - La ciudad de Los Ángeles,2,1,96,1,0%,0%
Panorama City NC Board Of Directors Meeting Agenda 1-22-15 630PM. | City of Los Angeles,2,2,0,2,100%,100%
Panorama City NC Finance Committee Meeting Agenda CANCELLED 01-14-15 7PM | City of Los Angeles,2,2,100,0,0%,50%
Para empresas | Ciudad de Los Ángeles,2,2,0,0,0%,100%
Para Residentes | Ciudad de Los Ángeles,2,2,18,0,0%,0%
Para solicitantes de empleo | Ciudad de Los Ángeles,2,1,10,0,0%,0%
Parallel Design Permitting Process (PDPP) | City of Los Angeles,2,2,0,1,0%,100%
"Parchi, giardini, e Spiagge | Città di Los Angeles",2,1,26.5,0,0%,0%
"Parking, Long-Term -- LAX | City of Los Angeles",2,2,59,1,100%,50%
"Parking, Oversized Vehicles - ONT | City of Los Angeles",2,2,9.5,0,0%,0%
Payment Status | City of Los Angeles,2,2,13,0,0%,0%
Per i visitatori - La città di Los Angeles,2,2,14,0,0%,0%
Personne/Workplace Safety and Health - The City of Los Angeles,2,2,10,1,100%,50%
PICO NC Special Board Meeting Agenda 01-29-15 7PM | City of Los Angeles,2,1,13,0,0%,50%
Planificación y Zonificación | Ciudad de Los Ángeles,2,1,70,1,0%,0%
Planning and Research Division - The City of Los Angeles,2,2,21,0,0%,50%
Plastic Bag Ban City Ordinance - The City of Los Angeles,2,2,83.5,0,0%,0%
Police Services - LAX - The City of Los Angeles,2,2,78,1,0%,0%
"Port/Harbor Law Enforcement, Security | City of Los Angeles",2,2,12,0,0%,50%
Pour les résidents - La ville de Los Angeles,2,2,0,0,0%,100%
Professional Resume Writing & Review | City of Los Angeles,2,2,17,1,100%,50%
Property Leasing and Development | City of Los Angeles,2,2,15,0,0%,0%
Public Access Defibrillator Program (PAD) - The City of Los Angeles,2,1,28,1,0%,50%
Public Buses -- LAX | City of Los Angeles,2,2,0,0,0%,100%
Public Information | City of Los Angeles,2,2,8.5,0,0%,0%
Public Relations Office | City of Los Angeles,2,2,20,1,0%,50%
Public Star Party at Griffith Park Observatory (12/27/14) | City of Los Angeles,2,2,0,1,100%,100%
Public Works Media Relations for Sanitation | City of Los Angeles,2,2,103,0,0%,0%
Purchase of Service Credit | City of Los Angeles,2,2,70,0,0%,0%
PW/Adopt-A-Basket Program / Community Beautification | City of Los Angeles,2,2,43.5,2,0%,0%
"PW/EEO, Sexual Harassment & Hazing Coordinator - The City of Los Angeles",2,2,5,1,100%,50%
"PW/EEO, Sexual Harassment & Hazing Coordinator | City of Los Angeles",2,2,42,0,0%,0%
PW/Employee Relations Liaison/Board | City of Los Angeles,2,2,11,0,0%,50%
PW/One Stop Examination Expediting - The City of Los Angeles,2,2,20.5,0,0%,0%
PW/Personnel /Employee Relations/Engineering | City of Los Angeles,2,2,18.5,0,0%,0%
PW/Personnel Liaison for the Bureau of Street Lighting - The City of Los Angeles,2,2,0,2,100%,100%
"PW/Personnel Rules, Policies & Procedures Questions | City of Los Angeles",2,2,18,0,0%,0%
PW/Service Pin Program | City of Los Angeles,2,1,59,1,0%,0%
"Random Alphabet Drawing to Determine Order of Candidates on the Ballot, 2015 Primary | City of Los Angeles",2,1,4.5,0,0%,0%
REAP (Rent Escrow Account Program) | City of Los Angeles,2,2,0,0,0%,100%
Recreation and Parks Senior Citizens | City of Los Angeles,2,2,61,1,0%,50%
Regulations for Video Service Providers - The City of Los Angeles,2,2,6,1,0%,50%
Reporting streetlight vandalism - The City of Los Angeles,2,2,0,1,100%,100%
Request for Sand and Sandbags | City of Los Angeles,2,2,37,1,100%,50%
Request Storm Drain Maintenance/Repair - The City of Los Angeles,2,2,108,1,100%,50%
RESEDA NC_Finance Committee Agenda_Monday 12.8.14 530pm | City of Los Angeles,2,1,7,0,0%,0%
Restraining Orders - The City of Los Angeles,2,2,113,2,50%,50%
Retirement Health Subsidy - The City of Los Angeles,2,2,0,1,100%,100%
Retirement Health Subsidy | City of Los Angeles,2,2,54,0,0%,0%
"Retirement System, LA City Employees' | City of Los Angeles",2,2,12,0,0%,50%
Revised Board of Police Commissioners Special Meeting Agenda | City of Los Angeles,2,1,44,0,0%,50%
Road and Traffic Information | City of Los Angeles,2,2,15,0,0%,0%
RSO Workshop | City of Los Angeles,2,2,21,1,100%,50%
"Rules, Elections & InterGovernmental Relations Committee - SPECIAL MEETING - REVISED | City of Los Angeles",2,1,24.5,0,0%,0%
RVNC General Board Mtg Agenda | City of Los Angeles,2,1,389,1,0%,50%
Sanitation Bureau (Public Works) | City of Los Angeles,2,2,21,0,0%,0%
Senior Citizen and Disabled - The City of Los Angeles,2,2,93,1,0%,50%
Senior Emergency Information Packet | City of Los Angeles,2,2,0,2,100%,100%
Service Credit - The City of Los Angeles,2,2,266,0,0%,50%
Sewer Science Program | City of Los Angeles,2,1,66,0,0%,50%
Sherman Oaks NC SONC Finance Committee Meeting Agenda 01-29-15 530PM | City of Los Angeles,2,2,23,2,50%,50%
Silver Lake NC_Executive Committee Meeting_Wednesday 01.21.15 700PM | City of Los Angeles,2,2,5,0,0%,50%
Sitemap | Stad van Los Angeles,2,1,58,0,0%,50%
Slight Modification request (case) filing - The City of Los Angeles,2,2,0,2,100%,100%
Small Business Entrepreneurship: Doing Business with the City of LA | City of Los Angeles,2,2,20.5,0,0%,0%
SORO NC LGBTQ Committee Agenda 01-22-14 630PM | City of Los Angeles,2,1,8.5,0,0%,0%
South Robertson NC_Outreach Committee Mtg Agenda_Monday 01.26.15 700pm | City of Los Angeles,2,2,53,0,0%,0%
Special Programs & Exhibits | City of Los Angeles,2,2,35.5,0,0%,0%
Sports and League Activities | City of Los Angeles,2,2,5,1,0%,50%
Sprinklers Running at Parks - The City of Los Angeles,2,2,72.5,0,0%,0%
State Energy Supply | City of Los Angeles,2,2,9,1,100%,50%
Status of claims already filed against the City | City of Los Angeles,2,2,380,0,0%,50%
Status of Construction Contract Awards - The City of Los Angeles,2,2,10,0,0%,50%
Status of Tentative Subdivision Maps | City of Los Angeles,2,2,109.5,0,0%,0%
Straßenschilder und Signale | Stadt Los Angeles,2,1,26.5,0,0%,0%
Studio City_SPECIAL LAND USE COMMITTEE MEETING AGENDA_ Wed. 01.15.15 715 PM | City of Los Angeles,2,1,3.5,0,0%,0%
Submit a Community Impact Statement | City of Los Angeles,2,1,22,1,0%,50%
Subscribe to Ethics Commission Newsletter - The City of Los Angeles,2,2,33,0,0%,50%
Subscribe to Ethics Commission Newsletter | City of Los Angeles,2,1,29.5,0,0%,0%
SUN VALLEY AREA NC_ PLANNING AND LAND USE COMMITTEE MTG AGENDA_MON. 01.26.15 630PM | City of Los Angeles,2,1,9,0,0%,0%
Sylmar NC Special Planning & Land Use Committee Agenda 01-14-15 630PM | City of Los Angeles,2,2,289,1,100%,50%
Tarzana NC Joint Budget and Finance Committee and Board Meeting Agenda 01-21-15 7PM | City of Los Angeles,2,2,2,1,0%,50%
Táxi Operação | Cidade de Los Angeles,2,1,7.5,0,0%,0%
Tennis Leagues - The City of Los Angeles,2,2,7,0,0%,50%
Tennis Operations - The City of Los Angeles,2,2,0,2,100%,100%
The Fit Expo | City of Los Angeles,2,1,143,0,0%,50%
Tidepool Walk at Cabrillo Aquarium | City of Los Angeles,2,2,10,1,100%,50%
Tier Dienstleistungen | Stadt Los Angeles,2,1,16,0,0%,0%
Tract and Parcel Map Application Forms | City of Los Angeles,2,2,0,1,100%,100%
Traffic Flow Improvements | City of Los Angeles,2,2,0,0,0%,100%
Traffic Records & Design Plan Information | City of Los Angeles,2,2,674,1,0%,50%
Transport et stationnement | Ville de Los Angeles,2,2,68,0,0%,0%
Transportation Security Administration (TSA) - The City of Los Angeles,2,2,0,1,100%,100%
Transportes e Estacionamento | Cidade de Los Angeles,2,1,29.5,0,0%,0%
"Treasurer, Office of the | City of Los Angeles",2,1,291,0,0%,0%
TREE SURGEON 3114 | City of Los Angeles,2,1,30,0,0%,0%
TREE SURGEON 3114 C | City of Los Angeles,2,2,134,0,0%,50%
U.S. Immigration and Naturalization - LAX | City of Los Angeles,2,2,0,1,100%,100%
Últimas City Oportunidades de empleo | Ciudad de Los Ángeles,2,1,299,0,0%,0%
Upco,2,2,5,0,0%,0%
Venice NC Ocean Front Committee 01-27-15 6PM | City of Los Angeles,2,1,29,0,0%,0%
View Campaign/Officeholder Committee Disclosure Statements (CA460) | City of Los Angeles,2,2,8,0,0%,50%
Volunteer Opportunities for Teens | City of Los Angeles,2,2,59,0,0%,0%
Vote-By-Mail - The City of Los Angeles,2,2,0,1,100%,100%
Water Conservation Workshop | City of Los Angeles,2,2,5,0,0%,50%
Water Quality - The City of Los Angeles,2,2,20,0,0%,50%
West Hills NC Joint Budget Committee Board Meeting Agenda 01-22-15 630PM | City of Los Angeles,2,2,3,1,0%,50%
West Hills NC WHNC Board Communications Committee Agenda 01-15-15 730PM | City of Los Angeles,2,2,11,0,0%,0%
West LA NC_Agenda_01.28.15 700PM | City of Los Angeles,2,2,8,0,0%,0%
Will Call Checks - The City of Los Angeles,2,2,0,1,100%,100%
WLANC PLUM Agenda | City of Los Angeles,2,2,0,1,100%,100%
Woodlandhills Warner Center NC_Education Committee Mtg Agenda_ Tues. 01.27.15 630PM | City of Los Angeles,2,1,17,0,0%,0%
Working with Home Remodeling Contractors | City of Los Angeles,2,2,29,0,0%,50%
Workshop | City of Los Angeles,2,1,8.5,1,0%,0%
Youth Ambassador Civic Engagement Workshop | City of Los Angeles,2,2,17,1,100%,50%
Zero Waste LA Commercial and Multifamily Franchise System / Staff Resource Plan | City of Los Angeles,2,2,14,0,0%,50%
ZIMAS Data Discrepancy | City of Los Angeles,2,2,110,0,0%,0%
Zoo Commission Agenda - Cancelled January 2015 | City of Los Angeles,2,1,24,0,0%,0%
Για Επισκέπτες - Η πόλη του Λος Άντζελες,2,1,33,0,0%,0%
Город Лос-Анджелес,2,2,0,2,100%,100%
Последние вакансии Возможности | Город Лос-Анджелес,2,2,0,2,100%,100%
สันทนาการ | เมือง Los Angeles,2,2,23.5,0,0%,0%
หน้าแรก | เมือง Los Angeles,2,1,393,1,0%,50%
로스 앤젤레스의 도시,2,2,183,2,50%,50%
进行付款|洛杉矶市,2,1,117,0,0%,50%
