APC,CPA,Geographic Area,Case Type,Case Number,Date Filed,Date Completed                                                                                                                                                                                                                                                 
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , AA                                                           , AA-2013-1561-PMEX                                            , 29-May-2013 , 10-Dec-2013                                                                                                                                                           
E          , Boyle Heights                                                               , EAST                                                                                                 , VTT                                                          , VTT-71943                                                    , 09-May-2012 , 19-Apr-2013                                                                                                                                                           
NV         , Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon  , NORTH VALLEY                                                                                         , AA                                                           , AA-2013-360-COC                                              , 08-Feb-2013 , 27-Mar-2013                                                                                                                                                           
SV         , Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass                    , SOUTH VALLEY                                                                                         , AA                                                           , AA-2012-2938-PMEX                                            , 23-Oct-2012 , 30-Jan-2013                                                                                                                                                           
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , AA                                                           , AA-2012-3138-PMEX                                            , 09-Nov-2012 , 15-Feb-2013                                                                                                                                                           
SV         , Van Nuys - North Sherman Oaks                                               , SOUTH VALLEY                                                                                         , VTT                                                          , VTT-72050                                                    , 21-Nov-2012 , 28-Mar-2013                                                                                                                                                           
SV         , Canoga Park - Winnetka - Woodland Hills - West Hills                        , SOUTH VALLEY                                                                                         , AA                                                           , AA-2013-803-PMEX                                             , 21-Mar-2013 , 02-Oct-2013                                                                                                                                                           
W          , Bel Air - Beverly Crest                                                     , WEST                                                                                                 , AA                                                           , AA-2012-826-PMEX                                             , 29-Mar-2012 , 08-Jul-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , AA                                                           , AA-2013-1435-PMEX                                            , 15-May-2013 , 25-Oct-2013                                                                                                                                                           
E          , Silver Lake - Echo Park - Elysian Valley                                    , EAST                                                                                                 , VTT                                                          , VTT-71901                                                    , 23-May-2012 , 22-May-2013                                                                                                                                                           
W          , Brentwood - Pacific Palisades                                               , WEST                                                                                                 , TT                                                           , TT-71700-CN                                                  , 06-Feb-2013 , 19-Nov-2013                                                                                                                                                           
E          , Silver Lake - Echo Park - Elysian Valley                                    , EAST                                                                                                 , AA                                                           , AA-2013-460-PMLA-SL                                          , 20-Feb-2013 , 20-Dec-2013                                                                                                                                                           
W          , West Los Angeles                                                            , WEST                                                                                                 , TT                                                           , TT-72167                                                     , 21-Feb-2013 , 28-May-2013                                                                                                                                                           
SV         , Canoga Park - Winnetka - Woodland Hills - West Hills                        , SOUTH VALLEY                                                                                         , AA                                                           , AA-2009-1927-PMLA-M1                                         , 23-Jul-2013 , 04-Dec-2013                                                                                                                                                           
SV         , Encino - Tarzana                                                            , SOUTH VALLEY                                                                                         , AA                                                           , AA-2012-2754-PMLA                                            , 04-Oct-2012 , 01-Oct-2013                                                                                                                                                           
S          , South Los Angeles                                                           , SOUTH                                                                                                , AA                                                           , AA-2012-3386-PMLA                                            , 10-Dec-2012 , 07-Nov-2013                                                                                                                                                           
SV         , Bel Air - Beverly Crest                                                     , WEST                                                                                                 , AA                                                           , AA-2012-2849-WTM                                             , 16-Oct-2012 , 27-Feb-2013                                                                                                                                                           
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , AA                                                           , AA-2012-2025-PMEX                                            , 27-Jul-2012 , 29-May-2013                                                                                                                                                           
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , AA                                                           , AA-2012-3140-PMEX                                            , 09-Nov-2012 , 28-Feb-2013                                                                                                                                                           
SV         , Reseda - West Van Nuys                                                      , SOUTH VALLEY                                                                                         , AA                                                           , AA-2013-1354-PMEX                                            , 07-May-2013 , 11-Oct-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , VTT                                                          , VTT-72296-SL                                                 , 20-Jun-2013 , 08-Nov-2013                                                                                                                                                           
NV         , Northridge                                                                  , NORTH VALLEY                                                                                         , AA                                                           , AA-2013-586-PMLA                                             , 05-Mar-2013 , 04-Dec-2013                                                                                                                                                           
SV         , Canoga Park - Winnetka - Woodland Hills - West Hills                        , SOUTH VALLEY                                                                                         , AA                                                           , AA-2012-3134-PMLA                                            , 08-Nov-2012 , 13-Sep-2013                                                                                                                                                           
C          , Central City                                                                , IN TRANSITION                                                                                        , VTT                                                          , VTT-63480-M5                                                 , 09-May-2013 , 10-Jul-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , AA                                                           , AA-2013-325-PMLA-ZAA                                         , 06-Feb-2013 , 14-Nov-2013                                                                                                                                                           
E          , Silver Lake - Echo Park - Elysian Valley                                    , EAST                                                                                                 , AA                                                           , AA-2013-670-COC                                              , 12-Mar-2013 , 02-Jul-2013                                                                                                                                                           
SV         , Van Nuys - North Sherman Oaks                                               , IN TRANSITION                                                                                        , TT                                                           , TT-69729-CN                                                  , 20-Aug-2007 , 04-Apr-2013                                                                                                                                                           
E          , Northeast Los Angeles                                                       , EAST                                                                                                 , AA                                                           , AA-2013-3361-WTM                                             , 24-Oct-2013 , 19-Dec-2013                                                                                                                                                           
NV         , Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon  , IN TRANSITION                                                                                        , VTT                                                          , VTT-69264-SL                                                 , 28-Aug-2007 , 31-Jan-2013                                                                                                                                                           
SV         , Canoga Park - Winnetka - Woodland Hills - West Hills                        , SOUTH VALLEY                                                                                         , AA                                                           , AA-2013-2438-COC                                             , 08-Aug-2013 , 26-Sep-2013                                                                                                                                                           
W          , West Los Angeles                                                            , WEST                                                                                                 , ENV                                                          , ENV-2013-1644-MND                                            , 03-Jun-2013 , 12-Nov-2013                                                                                                                                                           
NV         , Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon  , NORTH VALLEY                                                                                         , ENV                                                          , ENV-2013-1902-MND                                            , 25-Jun-2013 , 16-Oct-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2013-293-MND                                             , 01-Feb-2013 , 24-Jun-2013                                                                                                                                                           
C          , Central City North                                                          , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2011-1778-MND                                            , 14-Jul-2011 , 14-Jan-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2012-1805-CE                                             , 05-Jul-2012 , 25-Jun-2013                                                                                                                                                           
W          , Venice                                                                      , COASTAL                                                                                              , ENV                                                          , ENV-2013-2381-CE                                             , 06-Aug-2013 , 26-Nov-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2006-2670-MND-REC2                                       , 03-Jan-2013 , 14-Feb-2013                                                                                                                                                           
SV         , Reseda - West Van Nuys                                                      , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2013-323-MND                                             , 06-Feb-2013 , 15-May-2013                                                                                                                                                           
W          , Venice                                                                      , COASTAL                                                                                              , ENV                                                          , ENV-2012-2806-CE                                             , 11-Oct-2012 , 10-Jan-2013                                                                                                                                                           
           , Hollywood                                                                   , UNKNOWN                                                                                              , ENV                                                          , ENV-2013-941-MND                                             , 02-Apr-2013 , 05-Jun-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2012-3126-CE                                             , 08-Nov-2012 , 20-Feb-2013                                                                                                                                                           
E          , Northeast Los Angeles                                                       , UNKNOWN                                                                                              , ENV                                                          , ENV-2013-1017-MND                                            , 08-Apr-2013 , 12-Jun-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2012-3498-MND                                            , 19-Dec-2012 , 22-May-2013                                                                                                                                                           
E          , Northeast Los Angeles                                                       , EAST                                                                                                 , ENV                                                          , ENV-2013-1684-MND                                            , 04-Jun-2013 , 02-Oct-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2013-2422-MND                                            , 07-Aug-2013 , 30-Oct-2013                                                                                                                                                           
C          , Westlake                                                                    , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2012-3188-MND                                            , 15-Nov-2012 , 07-Oct-2013                                                                                                                                                           
E          , Silver Lake - Echo Park - Elysian Valley                                    , EAST                                                                                                 , ENV                                                          , ENV-2013-461-MND                                             , 20-Feb-2013 , 06-May-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2012-2178-ND                                             , 13-Aug-2012 , 07-Aug-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2012-3342-CE                                             , 05-Dec-2012 , 27-Mar-2013                                                                                                                                                           
C          , Central City                                                                , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2012-3362-ND                                             , 06-Dec-2012 , 20-Feb-2013                                                                                                                                                           
H          , Harbor Gateway                                                              , HARBOR                                                                                               , ENV                                                          , ENV-2013-1589-CE                                             , 30-May-2013 , 27-Aug-2013                                                                                                                                                           
W          , West Los Angeles                                                            , WEST                                                                                                 , ENV                                                          , ENV-2013-2594-MND                                            , 22-Aug-2013 , 04-Dec-2013                                                                                                                                                           
SV         , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2013-2000-ND                                             , 02-Jul-2013 , 11-Dec-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2013-3349-MND                                            , 23-Oct-2013 , 18-Dec-2013                                                                                                                                                           
C          , Westlake                                                                    , UNKNOWN                                                                                              , ENV                                                          , ENV-2009-3695-ND                                             , 04-Nov-2009 , 01-Dec-2013                                                                                                                                                           
W          , Brentwood - Pacific Palisades                                               , WEST                                                                                                 , ENV                                                          , ENV-2013-1232-MND                                            , 25-Apr-2013 , 03-Sep-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2012-1549-CE                                             , 13-Jun-2012 , 07-Feb-2013                                                                                                                                                           
W          , Venice                                                                      , UNKNOWN                                                                                              , ENV                                                          , ENV-2009-2489-MND-REC2                                       , 05-Jun-2013 , 15-Jul-2013                                                                                                                                                           
W          , Bel Air - Beverly Crest                                                     , WEST                                                                                                 , ENV                                                          , ENV-2013-1201-MND                                            , 23-Apr-2013 , 23-Oct-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2012-2862-MND                                            , 17-Oct-2012 , 01-May-2013                                                                                                                                                           
NV         , Arleta - Pacoima                                                            , NORTH VALLEY                                                                                         , ENV                                                          , ENV-2012-3311-ND                                             , 03-Dec-2012 , 06-Feb-2013                                                                                                                                                           
S          , South Los Angeles                                                           , SOUTH                                                                                                , ENV                                                          , ENV-2013-28-MND                                              , 03-Jan-2013 , 06-Mar-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2013-506-CE                                              , 25-Feb-2013 , 08-Apr-2013                                                                                                                                                           
C          , Central City North                                                          , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2013-1012-MND                                            , 08-Apr-2013 , 21-Oct-2013                                                                                                                                                           
C          , Central City                                                                , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2006-8018-MND-REC2                                       , 23-Sep-2011 , 27-Sep-2013                                                                                                                                                           
SV         , Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass                    , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2013-2546-CE                                             , 19-Aug-2013 , 17-Sep-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2013-17-CE                                               , 03-Jan-2013 , 13-Mar-2013                                                                                                                                                           
S          , Southeast Los Angeles                                                       , SOUTH                                                                                                , ENV                                                          , ENV-2012-3468-MND                                            , 17-Dec-2012 , 13-Mar-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2013-1907-CE                                             , 25-Jun-2013 , 24-Jul-2013                                                                                                                                                           
NV         , Sylmar                                                                      , NORTH VALLEY                                                                                         , ENV                                                          , ENV-2012-391-MND                                             , 14-Feb-2012 , 15-May-2013                                                                                                                                                           
W          , West Los Angeles                                                            , WEST                                                                                                 , ENV                                                          , ENV-2013-3090-MND                                            , 03-Oct-2013 , 18-Dec-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2012-2823-MND                                            , 12-Oct-2012 , 20-Mar-2013                                                                                                                                                           
SV         , Reseda - West Van Nuys                                                      , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2013-2883-MND                                            , 13-Sep-2013 , 11-Dec-2013                                                                                                                                                           
SV         , Canoga Park - Winnetka - Woodland Hills - West Hills                        , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2012-3215-ND                                             , 20-Nov-2012 , 06-Mar-2013                                                                                                                                                           
           ,                                                                             , WEST                                                                                                 , ENV                                                          , ENV-2013-2059-CE                                             , 09-Jul-2013 , 17-Jul-2013                                                                                                                                                           
W          , West Los Angeles                                                            , WEST                                                                                                 , ENV                                                          , ENV-2013-660-CE                                              , 11-Mar-2013 , 17-Apr-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2013-1394-MND                                            , 13-May-2013 , 14-Aug-2013                                                                                                                                                           
W          , Bel Air - Beverly Crest                                                     , WEST                                                                                                 , ENV                                                          , ENV-2013-92-MND                                              , 11-Jan-2013 , 20-Mar-2013                                                                                                                                                           
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , ENV                                                          , ENV-2013-3237-CE                                             , 15-Oct-2013 , 05-Dec-2013                                                                                                                                                           
SV         , Van Nuys - North Sherman Oaks                                               , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2013-1875-CE                                             , 21-Jun-2013 , 14-Aug-2013                                                                                                                                                           
C          , Central City                                                                , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2013-1069-MND                                            , 11-Apr-2013 , 20-Nov-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2013-2077-CE                                             , 10-Jul-2013 , 16-Sep-2013                                                                                                                                                           
C          , Central City                                                                , DOWNTOWN / WESTLAKE                                                                                  , ENV                                                          , ENV-2013-246-MND                                             , 29-Jan-2013 , 15-May-2013                                                                                                                                                           
C          , Wilshire                                                                    , WILSHIRE                                                                                             , ENV                                                          , ENV-2012-3396-CE                                             , 11-Dec-2012 , 05-Dec-2013                                                                                                                                                           
SV         , Van Nuys - North Sherman Oaks                                               , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2012-743-MND                                             , 19-Mar-2012 , 04-Dec-2013                                                                                                                                                           
W          , Westchester - Playa del Rey                                                 , COASTAL                                                                                              , ENV                                                          , ENV-2013-2461-CE                                             , 12-Aug-2013 , 29-Oct-2013                                                                                                                                                           
C          , Hollywood                                                                   , HOLLYWOOD                                                                                            , ENV                                                          , ENV-2013-1145-MND                                            , 17-Apr-2013 , 28-Aug-2013                                                                                                                                                           
NV         , Mission Hills - Panorama City - North Hills                                 , NORTH VALLEY                                                                                         , ENV                                                          , ENV-2013-1152-MND                                            , 18-Apr-2013 , 16-Oct-2013                                                                                                                                                           
W          , Brentwood - Pacific Palisades                                               , WEST                                                                                                 , ENV                                                          , ENV-2013-2838-CE                                             , 11-Sep-2013 , 05-Dec-2013                                                                                                                                                           
SV         , Van Nuys - North Sherman Oaks                                               , SOUTH VALLEY                                                                                         , ENV                                                          , ENV-2013-2187-EAF                                            , 18-Jul-2013 , 18-Dec-2013                                                                                                                                                           
