APN,PROJECT NUMBER,NAME,ADDRESS,SITE_CD,COMMUNITY,COUNCIL DISTRICT,DEVELOPMENT STAGE,CONSTRUCTION TYPE,UNITS,STATUS IN HIMS,(%) OF FUNDS USED,HOUSING TYPE,HCIDLA FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,PHOTO,JOBS,DEVELOPER,FINISH DATE(YEAR),MANAGEMENT COMPANY,CONTACT PHONE,DATE_STAMP,LONGITUDE,LATITUDE,GPS_COORDS
6048001024,070044,MCCOY PLAZA APARTMENTS,"9315 S FIRTH BLVD 1-8  LOS ANGELES, CA 90002",1,WATTS,15,COMPLETED,NEW CONSTRUCTION,128,COMPLETED,100%,FAMILY,$5985000.00,$41513856.00,$0.00,$47498856.00,http://lahd.lacity.org/mpphotos/070044/Photo/Website/070044.jpg,229,WATTS COMMUNITY LABOR ACTION COMMUNITY,2010,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.247665495,33.952002556,"(33.952002556, -118.247665495)"
5134014019,070045,NEW CARVER,1624 S HOPE ST 1-97 CA 90015,1,DOWNTOWN,14,COMPLETED,NEW CONSTRUCTION,97,COMPLETED,100%,SPECIAL NEEDS,$6600000.00,$27345678.00,$0.00,$33945678.00,http://lahd.lacity.org/mpphotos/070045/Photo/Website/070045.JPG,265,"SKID ROW HOUSING TRUST,",2009,"NEW CARVER APARTMENTS, LP",(213) 683-0522,Nov 28 2014  5:25AM,-118.267874237,34.03575814,"(34.03575814, -118.267874237)"
2654011022,070046,RAYEN APARTMENTS,15320 W RAYEN ST 1-49 CA 91343,1,NORTH HILLS,6,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,SPECIAL NEEDS,$4547648.00,$10522216.00,$0.00,$15069864.00,http://lahd.lacity.org/mpphotos/070046/Photo/Website/Rayen%20Apts.JPG,122,"A COMMUNITY OF FRIENDS,",2009,THE JOHN STEWART COMPANY,(213) 787-2700,Nov 28 2014  5:25AM,-118.466799188,34.231785723,"(34.231785723, -118.466799188)"
5154001023,070157,BONNIE BRAE VILLAGE,208 S BONNIE BRAE ST 1-92 CA 90057,1,TEMPLE-BEAUDRY,13,COMPLETED,ACQUISITION + NEW CONSTRUCTION,93,COMPLETED,100%,SENIORS,$10948429.00,$22282386.00,$0.00,$33230815.00,http://lahd.lacity.org/mpphotos/070157/Photo/Website/CD%2013%20-%20Bonnie%20Brae%20Village%20Apts..JPG,264,"ENHANCED AFFORDABLE DEV CO., LLC",2010,AFFORDABLE LIVING FOR THE AGING,(213) 989-1550,Nov 28 2014  5:25AM,-118.268623423,34.064027313,"(34.064027313, -118.268623423)"
5537023034,070159,HARVARD CIRCLE,"952 N HARVARD BLVD 1-40  LOS ANGELES, CA 90029",1,MELROSE,13,COMPLETED,NEW CONSTRUCTION,40,COMPLETED,100%,FAMILY,$6785617.00,$16436770.00,$0.00,$23222387.00,http://lahd.lacity.org/mpphotos/070159/Photo/Website/CD%2013%20-%20Harvard%20Circle.JPG,142,"SADI, LLC",2009,FPI MANAGEMENT INC.,(714) 641-5110 x419,Nov 28 2014  5:25AM,-118.303713864,34.088396477,"(34.088396477, -118.303713864)"
5520006015,070167,ROSEWOOD GARDENS,502 N BERENDO ST CA 90004,1,MELROSE,13,COMPLETED,NEW CONSTRUCTION,54,COMPLETED,100%,SENIORS,$4123640.00,$18371699.00,$0.00,$22495339.00,http://lahd.lacity.org/mpphotos/070167/Photo/Website/CD%2013%20-%20Rosewood%20Gardens.JPG,172,"LOS ANGELES HOUSING PARTNERSHIP,",2009,THE JOHN STEWART COMPANY,(213) 787-2700,Nov 28 2014  5:25AM,-118.293900296,34.079305355,"(34.079305355, -118.293900296)"
5148014013,070168,RENATO APARTMENTS,531 S SAN JULIAN ST 1-96 CA 90013,1,WHOLESALE DISTRICT,14,COMPLETED,NEW CONSTRUCTION,96,COMPLETED,100%,SPECIAL NEEDS,$9500000.00,$16649424.00,$0.00,$26149424.00,http://lahd.lacity.org/mpphotos/070168/Photo/Website/Renato.jpg,235,"SRO HOUSING CORPORTATION,",2011,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640,Nov 28 2014  5:25AM,-118.245771683,34.043849119,"(34.043849119, -118.245771683)"
7449014020,070170,TOBERMAN VILLAGE / AKA VISTA ALEGRE,"142 W SANTA CRUZ ST 1-49  LOS ANGELES, CA 90731",1,SAN PEDRO,15,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,FAMILY,$4875640.00,$10632391.00,$1162445.00,$16670476.00,http://lahd.lacity.org/mpphotos/070170/Photo/Website/toberman92711_006-.png,144,"NEW ECONOMICS FOR WOMEN,",2011,"NEW CAPITAL, LLC",(213) 483-2067,Nov 28 2014  5:25AM,-118.281072663,33.744292757,"(33.744292757, -118.281072663)"
5474023016,070171,TRES LOMAS GARDEN APTS.,4343 N TOLAND WAY CA 90041,1,GLASSELL PARK,1,COMPLETED,ACQUISITION + REHAB,46,COMPLETED,100%,SENIORS,$2225251.00,$4586754.00,$562729.00,$7374734.00,http://lahd.lacity.org/mpphotos/070171/Photo/Website/CD%2014%20-%20Tres%20Lomas%20-%20070171.JPG,24,NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,2009,NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,(909) 483-2444,Nov 28 2014  5:25AM,-118.221215188,34.12175184,"(34.12175184, -118.221215188)"
5124031013,070172,TWO WORLD APARTMENTS,809 23RD ST CA 90007,1,UNIVERSITY PARK,1,COMPLETED,REHAB,96,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/070172/Photo/Website/CD%208%20-%20Two%20Worlds%20%208640%20S.%20Denver.jpg,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.277790266,34.0325633,"(34.0325633, -118.277790266)"
6038001020,070172,TWO WORLD APARTMENTS (SITE 2),8640 S DENVER AVE 1-8 CA 90044,2,VERMONT VISTA,8,COMPLETED,REHAB,-999,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.283731113,33.958937282,"(33.958937282, -118.283731113)"
253017065,11-117796,OSBORNE STREET APARTMENTS,"12041 W OSBORNE ST  LOS ANGELES, CA 91342",1,LAKE VIEW TERRACE,7,COMPLETED,NEW CONSTRUCTION,60,COMPLETED,100%,FAMILY,$3805976.00,$15063116.00,$0.00,$18869092.00,http://lahd.lacity.org/mpphotos/11-117796/Photo/Website/11-117796.JPG,144,"RELATED CALIFORNIA URBAN HOUSING, LLC",2013,RELATED MANAGEMENT CO.,(949) 660-390,Nov 28 2014  5:25AM,-118.395312189,34.272593236,"(34.272593236, -118.395312189)"
5135004006,070172,TWO WORLD APARTMENTS (SITE 3),1306 S WESTLAKE AVE CA 90006,3,PICO-UNION,1,COMPLETED,REHAB,-999,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.281381956,34.046304838,"(34.046304838, -118.281381956)"
5015013017,070172,TWO WORLD APARTMENTS (SITE 4),4807 S GRAMERCY PL CA 90062,4,WEST VERNON,8,COMPLETED,REHAB,-999,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.313971587,33.999699577,"(33.999699577, -118.313971587)"
5053012035,070172,TWO WORLD APARTMENTS (SITE 5),2625 S HARVARD BLVD CA 90018,5,ADAMS-NORMANDIE,8,COMPLETED,REHAB,-999,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.306892805,34.031716116,"(34.031716116, -118.306892805)"
5020027008,070172,TWO WORLD APARTMENTS (SITE 6),1048 W 42ND ST CA 90037,6,WEST VERNON,9,COMPLETED,REHAB,-999,COMPLETED,100%,SENIORS,$3225000.00,$17094146.00,$0.00,$20319146.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,99,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",2008,N/A,N/A,Nov 28 2014  5:25AM,-118.293221709,34.007202959,"(34.007202959, -118.293221709)"
5153023008,08-117188,ANDALUCIA HEIGHTS,450 S HARTFORD AVE CA 90017,1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,75,COMPLETED,100%,FAMILY,$5354118.00,$19753513.00,$0.00,$25107631.00,http://lahd.lacity.org/mpphotos/08-117188/Photo/Website/andalucia%20heights.png,274,"AMCAL ANDALUCIA FUND, L.P.",2010,"FPI MANAGEMENT, INC",(916) 813-0056,Nov 28 2014  5:25AM,-118.263267906,34.057101654,"(34.057101654, -118.263267906)"
2556022033,08-117194,BURNS MANOR,8155 W FOOTHILL BLVD CA 91040,1,SUNLAND,7,COMPLETED,ACQUISITION + REHAB,82,COMPLETED,100%,SENIORS,$0.00,$9454441.00,$5245559.00,$14700000.00,http://lahd.lacity.org/mpphotos/08-117194/Photo/Website/burnsmanor8155foothill_.png,-999,VOLUNTEERS OF AMERICA NATIONAL SERVICES,2009,"BARKER MANAGEMENT, INC.",(714) 533-3450,Nov 28 2014  5:25AM,-118.31120889,34.259827496,"(34.259827496, -118.31120889)"
2654037081,080001,ANDALUCIA SENIOR APARTMENTS,"15305 W LANARK ST  LOS ANGELES, CA 91406",1,NORTH HILLS,6,COMPLETED,NEW CONSTRUCTION,94,COMPLETED,100%,SENIORS,$9000040.00,$21031906.00,$0.00,$30031946.00,http://lahd.lacity.org/mpphotos/080001/Photo/Website/CD%206%20-%20Andalucia%20Sr.%20Apts.%20-%20080001.JPG,274,"META HOUSING CORPORATION,",2010,"WESTERN SENIORS HOUSING, INC.",(949) 748-8201,Nov 28 2014  5:25AM,-118.467377683,34.217851283,"(34.217851283, -118.467377683)"
6117003018,080002,MY TOWN HOMES,12015 S FIGUEROA ST 1-21 CA 90044,1,HARBOR GATEWAY,15,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,FAMILY,$2006300.00,$6359207.00,$0.00,$8365507.00,http://lahd.lacity.org/mpphotos/080002/Photo/Website/mytownhomes12015figueroa42414_005.png,83,"LEELA ENTERPRISES,",2011,MY TOWN HOMES L.P.,(323) 465-6611,Nov 28 2014  5:25AM,-118.283008338,33.923161529,"(33.923161529, -118.283008338)"
2654021043,080003,COLUMBUS SQUARE,8557 N COLUMBUS AVE CA 91343,1,NORTH HILLS,6,COMPLETED,REHAB,64,COMPLETED,100%,SENIORS,$2350000.00,$9475459.00,$0.00,$11825459.00,http://lahd.lacity.org/mpphotos/080003/Photo/Website/CD%207%20-%20Columbus%20Square.jpg,51,COLUMBUS PRESERVATION LIMITED PARTNERSHIP,2009,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,Nov 28 2014  5:25AM,-118.46565838,34.226628447,"(34.226628447, -118.46565838)"
5544010027,080004,HOLLYWOOD BUNGALOW COURTS,"1721 N KINGSLEY DR  LOS ANGELES, CA 90027",1,THAI TOWN,13,COMPLETED,ACQUISITION + REHAB,10,COMPLETED,100%,FAMILY,$4390000.00,$17823840.00,$0.00,$22213840.00,http://lahd.lacity.org/mpphotos/080004/Photo/Website/CD%2014%20-%20Hollywood%20Bungalows%20-%201721%20Kingsley.jpg,104,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2010,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.30363333,34.102620705,"(34.102620705, -118.30363333)"
5544019004,080004,HOLLYWOOD BUNGALOW COURTS (SITE 2),"1516 N SERRANO AVE  LOS ANGELES, CA 90027",2,THAI TOWN,13,COMPLETED,ACQUISITION + REHAB,11,COMPLETED,100%,FAMILY,$4390000.00,$17823840.00,$0.00,$22213840.00,http://lahd.lacity.org/mpphotos/080004/Photo/Website%20Site2/CD%2013%20-%20Hollywood%20Bungalows%20-%201516%20Serrano.jpg,104,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2010,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.306960621,34.098972978,"(34.098972978, -118.306960621)"
5544019002,080004,HOLLYWOOD BUNGALOW COURTS (SITE 3),"1544 N SERRANO AVE  LOS ANGELES, CA 90027",3,THAI TOWN,13,COMPLETED,ACQUISITION + REHAB,8,COMPLETED,100%,FAMILY,$4390000.00,$17823840.00,$0.00,$22213840.00,http://lahd.lacity.org/mpphotos/080004/Photo/Website%20Site3/Cd%2013%20-%20Hollywood%20Bungalows%20-%201544%20Serrano.png,104,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2010,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.306968068,34.09957645,"(34.09957645, -118.306968068)"
5544019001,080004,HOLLYWOOD BUNGALOW COURTS (SITE 4),"1554 N SERRANO AVE  LOS ANGELES, CA 90027",4,THAI TOWN,13,COMPLETED,ACQUISITION + REHAB,13,COMPLETED,100%,FAMILY,$4390000.00,$17823840.00,$0.00,$22213840.00,http://lahd.lacity.org/mpphotos/080004/Photo/Website%20Site4/CD%2013%20-%20Hollywood%20Bungalows%20-%201554%20Serrano.png,104,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2010,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.306968811,34.099881209,"(34.099881209, -118.306968811)"
5142002900,080006,MACARTHUR PARK METRO APTS-PHASE A,"1901 W 7TH ST  LOS ANGELES, CA 90057",1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,90,COMPLETED,100%,FAMILY,$10935748.00,$14269866.00,$2450000.00,$27655614.00,http://lahd.lacity.org/mpphotos/080006/Photo/Website/macparkmetro1901_7th_7213019%20[2].png,312,MCCORMACK BARON SALAZAR,2012,"MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(314) 421-1160,Nov 28 2014  5:25AM,-118.274186544,34.056197215,"(34.056197215, -118.274186544)"
6132024010,080008,MAYA TOWNHOMES,"12005 S BROADWAY  LOS ANGELES, CA 90061",1,CENTURY PALMS/COVE,15,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,FAMILY,$2055350.00,$7237394.00,$0.00,$9292744.00,http://lahd.lacity.org/mpphotos/080008/Photo/Website/maya12005broadwa_010-.png,83,"LEELA ENTERPRISES,",2011,ABHAY GOKANI CORPORATION,(323) 465-6611,Nov 28 2014  5:25AM,-118.278672476,33.923582853,"(33.923582853, -118.278672476)"
5154003009,080009,MIRAMAR VILLAGE,240 S WESTLAKE AVE CA 90057,1,TEMPLE-BEAUDRY,13,COMPLETED,NEW CONSTRUCTION,114,COMPLETED,100%,FAMILY,$11569040.00,$29891944.00,$0.00,$41460984.00,http://lahd.lacity.org/mpphotos/080009/Photo/Website/CD%2013%20-%20Miramar%20Village.JPG,336,"ENHANCED AFFORDABLE DEV CO., LLC",2010,BUCKINGHAM PROPERTY MANAGEMENT,(559) 452-8250,Nov 28 2014  5:25AM,-118.269340944,34.063590469,"(34.063590469, -118.269340944)"
6013006021,080010,MENLO PARK,831 W 70TH ST 1-49 CA 90044,1,HARVARD PARK,8,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,FAMILY,$6925014.00,$18286197.00,$0.00,$25211211.00,http://lahd.lacity.org/mpphotos/080010/Photo/Website/080010.jpg,229,ADVANCED DEVELOPMENT & INVESTMENTS INC.,2010,FPI MANAGEMENT INC.,(714) 641-5110 x419,Nov 28 2014  5:25AM,-118.288180718,33.97648339,"(33.97648339, -118.288180718)"
5142015004,080011,YOUNG BURLINGTON APARTMENTS,"820 S BURLINGTON AVE 1-21  LOS ANGELES, CA 90017",1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,SPECIAL NEEDS,$1845000.00,$9161655.00,$0.00,$11006655.00,http://lahd.lacity.org/mpphotos/080011/Photo/Website/080011.png,89,"W.O.R.K.S.,",2012,"SOLARI ENTERPRISES, INC.",(714) 282-2520 x201,Nov 28 2014  5:25AM,-118.2747995,34.052642584,"(34.052642584, -118.2747995)"
5502020005,080050,ALEXANDRIA HOUSE APTS.,510 S ALEXANDRIA AVE 1-20 CA 90020,1,KOREATOWN,10,COMPLETED,REHAB,16,COMPLETED,100%,SPECIAL NEEDS / HOMELESS RISK,$800000.00,$5928306.00,$0.00,$6728306.00,http://lahd.lacity.org/mpphotos/080050/Photo/Website/Alexandria%20House.jpg,36,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2010,BARKER MANAGEMENT INC.,(714) 533-3450,Nov 28 2014  5:25AM,-118.297754923,34.065058117,"(34.065058117, -118.297754923)"
5154026026,080051,BONNIE BRAE APARTMENT HOMES,"501 S BONNIE BRAE ST  LOS ANGELES, CA 90057",1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,53,COMPLETED,100%,FAMILY,$6400000.00,$19143914.00,$0.00,$25543914.00,http://lahd.lacity.org/mpphotos/080051/Photo/Website/bonniebrae500_12-.png,190,"AMERICAN COMMUNITIES, LLC",2010,THE JOHN STEWART COMPANY,(213) 401-1330,Nov 28 2014  5:25AM,-118.27229131,34.059240507,"(34.059240507, -118.27229131)"
5080030021,080053,PROFESSIONAL HSG. & DEV. APTS. (PH & D),"1020 S KINGSLEY DR  LOS ANGELES, CA 90006",1,KOREATOWN,10,COMPLETED,REHAB,83,COMPLETED,100%,FAMILY,$4575000.00,$10250907.00,$0.00,$14825907.00,http://lahd.lacity.org/mpphotos/080053/Photo/Website/PH&D%201020%20Kingsley.jpg,45,GUBB AND BARSHAY,2012,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,Nov 28 2014  5:25AM,-118.302983051,34.051966436,"(34.051966436, -118.302983051)"
5075007010,080053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 2),"1400 S KENMORE AVE  LOS ANGELES, CA 90006",2,HARVARD HEIGHTS,1,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$4575000.00,$10250907.00,$0.00,$14825907.00,http://lahd.lacity.org/mpphotos/080053/Photo/Website%20Site2/PH&D%201745%20W%2020th.jpg,45,GUBB AND BARSHAY,2012,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,Nov 28 2014  5:25AM,-118.296872116,34.046275292,"(34.046275292, -118.296872116)"
5072037019,080053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 3),"1401 S ARLINGTON AVE  LOS ANGELES, CA 90019",3,VICTORIA PARK,10,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$4575000.00,$10250907.00,$0.00,$14825907.00,http://lahd.lacity.org/mpphotos/080053/Photo/Website%20Site3/PH&D%201401%20Arlington.jpg,45,GUBB AND BARSHAY,2012,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,Nov 28 2014  5:25AM,-118.317895454,34.046097187,"(34.046097187, -118.317895454)"
5075037024,080053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 4),"1745 W 20TH  LOS ANGELES, CA 90007",4,WEST ADAMS,1,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$4575000.00,$10250907.00,$0.00,$14825907.00,http://lahd.lacity.org/mpphotos/080053/Photo/Website%20Site4/PH&D%201400%20Kenmore.jpg,45,GUBB AND BARSHAY,2012,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,Nov 28 2014  5:25AM,-118.295866014,34.038238655,"(34.038238655, -118.295866014)"
5056012007,080053,PROFESSIONAL HSG. & DEV. APTS. (PH & D) (SITE 5),"1810 S MAGNOLIA AVE  LOS ANGELES, CA 90006",5,PICO-UNION,1,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$4575000.00,$10250907.00,$0.00,$14825907.00,http://lahd.lacity.org/mpphotos/080053/Photo/Website%20Site5/PH&D%201810%20Magnolia.jpg,45,GUBB AND BARSHAY,2012,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,Nov 28 2014  5:25AM,-118.286238603,34.040984477,"(34.040984477, -118.286238603)"
5537020038,080054,SWANSEA PARK SENIOR APTS.,1015 N KINGSLEY DR CA 90029,1,MELROSE,13,COMPLETED,REHAB,82,COMPLETED,100%,SENIORS,$3600000.00,$16208353.00,$0.00,$19808353.00,http://lahd.lacity.org/mpphotos/080054/Photo/Website/080054.jpg,40,DEEP GREEN / BEYOND SHELTER (BSHDC),2011,DEEP GREEN PROPERTY MANAGEMENT,(213) 688-5024,Nov 28 2014  5:25AM,-118.304690196,34.088751542,"(34.088751542, -118.304690196)"
2216034019,080055,IVY TERRACE  AKA THREE COURTYARDS APTS.,13751 W SHERMAN WAY 1-52 CA 91405,1,VALLEY GLEN,2,COMPLETED,NEW CONSTRUCTION,52,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$7762524.00,$16182763.00,$0.00,$23945287.00,http://lahd.lacity.org/mpphotos/080055/Photo/Website/080055.JPG,205,ABODE COMMUNITIES PREVIOUSLY KNOWN AS LA COMMUNITY DESIGN CENTER,2010,DESIGN CENTER HOUSING SERVICES,(310) 518-5398,Nov 28 2014  5:25AM,-118.432656912,34.202260589,"(34.202260589, -118.432656912)"
5141001036,080056,PARKVIEW ON THE PARK,622 S ALVARADO ST CA 90057,1,WESTLAKE,1,COMPLETED,REHAB,80,COMPLETED,100%,SPECIAL NEEDS,$6000000.00,$15159034.00,$0.00,$21159034.00,http://lahd.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg,158,"LOS ANGELES HOUSING PARTNERSHIP,",2012,AFFORDABLE COMMUNITIES/SOCAL,(714) 641-5110 x418,Nov 28 2014  5:25AM,-118.275161163,34.058769639,"(34.058769639, -118.275161163)"
5426016003,080057,VENDOME PALMS,975 N VENDOME ST 1-36 CA 90026,1,TEMPLE-BEAUDRY,13,COMPLETED,REHAB,36,COMPLETED,100%,SPECIAL NEEDS / HOMELESS,$2832750.00,$11031113.00,$0.00,$13863863.00,http://lahd.lacity.org/mpphotos/080057/Photo/Website/Vendome-Palms_overs-639x312.png,75,"A COMMUNITY OF FRIENDS,",2012,BARKER MANAGEMENT INCORPORATED,(213) 822-6662,Nov 28 2014  5:25AM,-118.274645553,34.084174255,"(34.084174255, -118.274645553)"
5147007020,080058,DOWNTOWN WOMEN'S CENTER,434 S SAN PEDRO ST CA 90013,1,LITTLE TOKYO,14,COMPLETED,REHAB,72,COMPLETED,100%,SPECIAL NEEDS,$4847914.00,$20062930.00,$0.00,$24910844.00,http://lahd.lacity.org/mpphotos/080058/Photo/Website/080058.JPG,228,"DOWNTOWN WOMEN'S CENTER HOUSING, LLC",2011,DOWNTOWN WOMEN'S CENTER HOUSING,(213) 680-600,Nov 28 2014  5:25AM,-118.24337333,34.044692001,"(34.044692001, -118.24337333)"
5148009015,080059,NEW GENESIS,452 S MAIN ST CA 90013,1,DOWNTOWN,14,COMPLETED,NEW CONSTRUCTION,106,COMPLETED,100%,SPECIAL NEEDS,$5587486.00,$31038161.00,$0.00,$36625647.00,http://lahd.lacity.org/mpphotos/080059/Photo/Website/080059.JPG,305,"SKID ROW HOUSING TRUST,",2012,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x114,Nov 28 2014  5:25AM,-118.248196511,34.046816528,"(34.046816528, -118.248196511)"
5110015013,080071,36TH STREET AND BROADWAY APARTMENTS,4777 S BROADWAY CA 90037,1,SOUTH PARK,9,COMPLETED,REHAB,16,COMPLETED,100%,SPECIAL NEEDS,$2938772.00,$8338570.00,$0.00,$11277342.00,http://lahd.lacity.org/mpphotos/080071/Photo/Website/080071b.JPG,65,GUBB AND BARSHAY,2012,ABODE COMMUNITIES (FORMERLY LACDC),(213) 225-2812,Nov 28 2014  5:25AM,-118.278529701,33.999441019,"(33.999441019, -118.278529701)"
5120009017,080071,36TH STREET AND BROADWAY APARTMENTS (SITE 2),161 E 36TH ST CA 90011,2,CENTRAL,9,COMPLETED,REHAB,11,COMPLETED,100%,SPECIAL NEEDS,$2938772.00,$8338570.00,$0.00,$11277342.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,65,GUBB AND BARSHAY,2012,ABODE COMMUNITIES (FORMERLY LACDC),(213) 225-2812,Nov 28 2014  5:25AM,-118.271643815,34.016318129,"(34.016318129, -118.271643815)"
5309017036,09-104531,CUATRO VIENTOS,"5312 E ALMONT ST  LOS ANGELES, CA 90032",1,EL SERENO,14,COMPLETED,NEW CONSTRUCTION,25,COMPLETED,100%,FAMILY,$1769655.00,$11345458.00,$0.00,$13115113.00,http://lahd.lacity.org/mpphotos/09-104531/Photo/Website/09-104531[1].png,97,"EAST LA COMMUNITY CORP.,",2012,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.165247934,34.091853622,"(34.091853622, -118.165247934)"
2656018034,09-104740,CROSSINGS AT NORTH HILLS,9311 N SEPULVEDA BLVD 1-4 CA 91343,1,NORTH HILLS,7,COMPLETED,ACQUISITION + NEW CONSTRUCTION,38,COMPLETED,100%,FAMILY,$3620719.00,$13390025.00,$0.00,$17010744.00,http://lahd.lacity.org/mpphotos/09-104740/Photo/Website/crossingnh1512_011-.png,79,UHC 00317 NORTH HILLS DEVELOPMENT LLC,2011,ABODE COMMUNITIES,(213) 629-2702,Nov 28 2014  5:25AM,-118.467997671,34.240385193,"(34.240385193, -118.467997671)"
5137032023,09-117198,MOSAIC APARTMENTS,1521 W PICO BLVD 1-56 CA 90015,1,PICO-UNION,1,COMPLETED,NEW CONSTRUCTION,56,COMPLETED,100%,FAMILY,$746480.00,$20733937.00,$0.00,$21480417.00,http://lahd.lacity.org/mpphotos/09-117198/Photo/Website/mosaic%20cropped.png,149,"FOUNDATION FOR AFFORDABLE HOUSING, INC",2011,FPI MANAGEMENT,(714) 641-5110,Nov 28 2014  5:25AM,-118.275574694,34.044901687,"(34.044901687, -118.275574694)"
5019023029,09-117207,STOVALL VILLAS,535 W 41ST ST 1-32 CA 90037,1,WEST VERNON,9,COMPLETED,NEW CONSTRUCTION,32,COMPLETED,100%,SENIORS,$4230942.00,$4868100.00,$0.00,$9099042.00,http://lahd.lacity.org/mpphotos/09-117207/Photo/Website/Stovall%20villas.jpg,85,"LAUREL PLACE WEST HOLLYWOOD, INC.",2011,HDSI MANAGEMENT INC.,(323) 231-1104,Nov 28 2014  5:25AM,-118.283614627,34.009774208,"(34.009774208, -118.283614627)"
5183005052,09-117211,LAS MARGARITAS,"137 N SOTO ST 1-20  LOS ANGELES, CA 90033",1,BOYLE HEIGHTS,14,COMPLETED,BOTH REHAB AND NEW CONSTRUCTION,42,COMPLETED,100%,FAMILY,$559761.00,$14135658.00,$0.00,$14695419.00,http://lahd.lacity.org/mpphotos/09-117211/Photo/Website/Las_Margaritas_137_Soto.png,121,EAST L.A. COMMUNITY CORPORATION,2012,THE JOHN STEWART COMPANY,(213) 878-2716,Nov 28 2014  5:25AM,-118.209455426,34.044857891,"(34.044857891, -118.209455426)"
