Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,Latitude/Longitude
672779,8135,1143,,E,45TH,ST,,90011,02/03/2015,,112-5A209 102,PACE,South Los Angeles,,O,"(34.00313, -118.25547)"
672789,8135,1019,,E,45TH,ST,,90011,02/03/2015,,112-5A209 110,PACE,South Los Angeles,,O,"(34.00302, -118.2578)"
672812,8135,753,,E,45TH,ST,,90011,02/03/2015,,112-5A207 126,PACE,South Los Angeles,,O,"(34.00266, -118.26242)"
672813,8135,743,,E,45TH,ST,,90011,02/03/2015,,112-5A207 127,PACE,South Los Angeles,,O,"(34.00267, -118.26256)"
672847,8135,727,,E,45TH,ST,,90011,02/03/2015,,112-5A207 129,PACE,South Los Angeles,,O,"(34.00266, -118.26287)"
672855,8135,709,,E,45TH,ST,,90011,02/03/2015,,112-5A207 131,PACE,South Los Angeles,,O,"(34.00266, -118.26315)"
672856,8135,703,,E,45TH,ST,,90011,02/03/2015,,112-5A207 132,PACE,South Los Angeles,,O,"(34.00266, -118.26331)"
672857,8135,693,,E,45TH,ST,,90011,02/03/2015,,112-5A207 133,PACE,South Los Angeles,,O,"(34.00266, -118.26346)"
672858,8135,685,,E,45TH,ST,,90011,02/03/2015,,112-5A207 134,PACE,South Los Angeles,,O,"(34.00266, -118.26361)"
672890,1140,1716,,E,104TH,ST,,90002,02/03/2015,,090A213    48,GENERAL,South Los Angeles,,O,"(33.94145, -118.24193)"
672904,3105,14522,,W,JAGUAR,ST,,91345,02/04/2015,,210B149   948,GENERAL,North Valley,,O,"(34.2703, -118.44914)"
672906,8201,9725,,N,VARIEL,AVE,,91311,02/04/2015,,201B105   160,SIGNS,North Valley,,O,"(34.24699, -118.59306)"
672907,3113,22785,,W,CHARLEMONT,PL,,91364,02/04/2015,,165B097   433,GENERAL,South Valley,,O,"(34.14775, -118.62358)"
672908,3113,7043,,N,VANALDEN,AVE,,91335,02/04/2015,,183B121   415,GENERAL,South Valley,,O,"(34.19868, -118.54928)"
672910,3143,17409,,W,ARMINTA,ST,,91325,02/04/2015,,189B129   679,GENERAL,South Valley,,O,"(34.21432, -118.51206)"
672911,3143,7101,,N,ASMAN,AVE,,91307,02/04/2015,,183B101   208,GENERAL,South Valley,,O,"(34.19921, -118.61733)"
672912,1124,644,,E,76TH,ST,,90001,02/04/2015,,099B205    84,GENERAL,South Los Angeles,,O,"(33.97105, -118.26344)"
672917,1130,1829,,S,HI POINT,ST,,90035,02/04/2015,,126B173   418,GENERAL,South Los Angeles,,O,"(34.04276, -118.37171)"
672918,2111,2753,,S,BENTLEY,AVE,,90064,02/04/2015,,123B157  1089,GENERAL,West Los Angeles,,O,"(34.03061, -118.42954)"
672921,3123,8933,,N,WOODMAN,AVE,,91402,02/04/2015,,195B153   456,GENERAL,North Valley,,O,"(34.23197, -118.43815)"
672923,3142,18772,,W,DYLAN,ST,,91326,02/04/2015,,213B121   637,GENERAL,North Valley,,O,"(34.27834, -118.54231)"
672925,2121,601,,S,ANDERSON,ST,,90023,02/04/2015,,126A219    63,GENERAL,East Los Angeles,,O,"(34.03899, -118.22427)"
672926,2123,5012,,N,VINCENT,AVE,,90041,02/04/2015,,162A225   250,GENERAL,East Los Angeles,,O,"(34.13751, -118.20246)"
672928,2121,607,,S,ANDERSON,ST,,90023,02/04/2015,,126A219    76,GENERAL,East Los Angeles,,O,"(34.03882, -118.22412)"
672929,1110,3243,,W,60TH,ST,,90043,02/04/2015,,105B185   334,GENERAL,South Los Angeles,,O,"(33.98553, -118.3294)"
672939,8163,13417,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   165,PACE,North Valley,,O,"(34.28262, -118.42497)"
672940,8163,13427,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   182,PACE,North Valley,,O,"(34.28244, -118.42522)"
672941,8163,13431,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   191,PACE,North Valley,,O,"(34.28235, -118.42534)"
672952,8163,13557,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   434,PACE,North Valley,,O,"(34.28005, -118.42818)"
672953,8163,13563,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   444,PACE,North Valley,,O,"(34.27995, -118.42831)"
672954,8163,13567,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   452,PACE,North Valley,,O,"(34.27985, -118.42844)"
672955,8163,13575,,W,CORCORAN,ST,,91340,02/04/2015,,213B157   460,PACE,North Valley,,O,"(34.27972, -118.42856)"
672960,2123,485,,N,LEWIS,ST,,90042,02/04/2015,,156A233   142,GENERAL,East Los Angeles,,O,"(34.12265, -118.18022)"
672961,1130,3940,,S,OLMSTED,AVE,,90008,02/04/2015,,117B185  1211,GENERAL,South Los Angeles,,O,"(34.01339, -118.32796)"
672962,1110,3242,,W,59TH,PL,,90043,02/04/2015,,105B185   251,GENERAL,South Los Angeles,,O,"(33.9862, -118.3294)"
672963,2123,2142,,W,RIDGEVIEW,AVE,,90041,02/04/2015,,159A223   154,GENERAL,East Los Angeles,,O,"(34.1305, -118.21361)"
672964,2123,2150,,W,RIDGEVIEW,AVE,,90041,02/04/2015,,159A223   157,GENERAL,East Los Angeles,,O,"(34.13043, -118.21392)"
672965,2121,420,,S,SAN PEDRO,ST,,90013,02/04/2015,,127-5A213 633,GENERAL,Central,,O,
672966,3111,23011,,W,CALIFA,ST,,91367,02/04/2015,,177B097   582,GENERAL,South Valley,,O,"(34.17749, -118.62815)"
672967,2123,728,,N,AVENUE 66,,,90042,02/04/2015,,154-5A235  39,GENERAL,East Los Angeles,,O,"(34.11942, -118.1747)"
672968,3122,12048,,W,VALLEYHEART,DR,,91604,02/04/2015,,165B165   943,GENERAL,South Valley,,O,"(34.14694, -118.39362)"
672969,3122,5919,,N,RANCHITO,AVE,,91401,02/04/2015,,177B153  1037,GENERAL,South Valley,,O,"(34.17804, -118.43574)"
672978,2123,731,,S,AVENUE 60,,,90042,02/04/2015,,150A233   175,GENERAL,East Los Angeles,,O,"(34.10461, -118.17988)"
672988,8125,12411,,W,GRUEN,ST,,91331,02/04/2015,,210B165   306,PACE,North Valley,,O,"(34.273, -118.40265)"
672996,8125,12412,,W,GRUEN,ST,,91331,02/04/2015,,210B165   326,PACE,North Valley,,O,"(34.27291, -118.40255)"
672997,2141,1156,,N,HUDSON,AVE,,90038,02/04/2015,,144B185   500,GENERAL,Central,,O,"(34.09235, -118.33234)"
672998,2141,4423,,W,SANTA MONICA,BLVD,,90029,02/04/2015,,145-5A201 497,GENERAL,Central,,O,"(34.09102, -118.28529)"
673000,8135,1028,,E,45TH,ST,,90011,02/04/2015,,112-5A209 142,PACE,South Los Angeles,,O,"(34.0027, -118.25756)"
673001,8135,1022,,E,45TH,ST,,90011,02/04/2015,,112-5A209 143,PACE,South Los Angeles,,O,"(34.0027, -118.25772)"
673002,8135,1010,,E,45TH,ST,,90011,02/04/2015,,112-5A209 144,PACE,South Los Angeles,,O,"(34.00267, -118.25797)"
673003,8135,822,,E,45TH,ST,,90011,02/04/2015,,112-5A207 165,PACE,South Los Angeles,,O,"(34.00237, -118.26122)"
673004,8135,810,,E,45TH,ST,,90011,02/04/2015,,112-5A207 166,PACE,South Los Angeles,,O,"(34.00237, -118.26128)"
673005,8135,804,,E,45TH,ST,,90011,02/04/2015,,112-5A207 167,PACE,South Los Angeles,,O,"(34.00237, -118.26153)"
673006,8135,794,,E,45TH,ST,,90011,02/04/2015,,112-5A207 168,PACE,South Los Angeles,,O,"(34.00236, -118.26166)"
673007,8135,786,,E,45TH,ST,,90011,02/04/2015,,112-5A207 169,PACE,South Los Angeles,,O,"(34.00237, -118.26182)"
673008,8135,736,,E,45TH,ST,,90011,02/04/2015,,112-5A207 175,PACE,South Los Angeles,,O,"(34.00233, -118.26271)"
673009,8135,708,,E,45TH,ST,,90011,02/04/2015,,112-5A207 178,PACE,South Los Angeles,,O,"(34.00236, -118.26316)"
673010,8135,700,,E,45TH,ST,,90011,02/04/2015,,112-5A207 179,PACE,South Los Angeles,,O,"(34.00236, -118.26331)"
673011,8135,686,,E,45TH,ST,,90011,02/04/2015,,112-5A207 181,PACE,South Los Angeles,,O,"(34.00236, -118.26358)"
673012,8135,670,,E,45TH,ST,,90011,02/04/2015,,112-5A207 185,PACE,South Los Angeles,,O,"(34.00234, -118.26386)"
673013,8135,664,,E,45TH,ST,,90011,02/04/2015,,112-5A207 187,PACE,South Los Angeles,,O,"(34.00235, -118.26399)"
673051,2123,533,,E,PULLMAN,ST,,90042,02/04/2015,,148-5A231 275,GENERAL,East Los Angeles,,O,"(34.10001, -118.18656)"
673052,4104,927,,S,FEDORA,ST,,90006,02/04/2015,,132B197   961,CNAP,Central,,O,"(34.05511, -118.29774)"
673053,1114,1108,,W,65TH,PL,,90044,02/04/2015,,102B197    26,GENERAL,South Los Angeles,,O,"(33.97973, -118.29403)"
673054,1114,6609,,S,MENLO,AVE,,90044,02/04/2015,,102B197   226,GENERAL,South Los Angeles,,O,"(33.97879, -118.28937)"
673055,2141,157,,S,VERMONT,AVE,,90004,02/04/2015,,138B197  1173,GENERAL,Central,,O,"(34.07118, -118.29189)"
673056,2123,5023,,E,ALMADEN,DR,,90042,02/04/2015,,157-5A225 243,GENERAL,East Los Angeles,,O,"(34.12489, -118.20532)"
673057,2123,5325,,E,RABER,ST,,90042,02/04/2015,,157-5A227  97,GENERAL,East Los Angeles,,O,"(34.12676, -118.19824)"
673058,4104,933,,S,FEDORA,ST,,90006,02/05/2015,,132B197   978,CNAP,Central,,O,"(34.05497, -118.29774)"
673063,3113,7620,,N,WILBUR,AVE,,91335,02/05/2015,,186B121   135,GENERAL,South Valley,,O,"(34.20901, -118.54462)"
673064,1140,2127,,E,110TH,ST,,90059,02/05/2015,,088-5A217 510,GENERAL,South Los Angeles,,O,
673065,1140,1782,,E,105TH,ST,,90002,02/05/2015,,090A215   335,GENERAL,South Los Angeles,,O,"(33.94059, -118.24078)"
673066,3142,11036,,N,ZELZAH,AVE,,91344,02/05/2015,,210B129   490,GENERAL,North Valley,,O,"(34.27079, -118.52327)"
673067,3142,18738,,W,MERRIDY,ST,,91324,02/05/2015,,204B121   612,GENERAL,North Valley,,O,"(34.2516, -118.54199)"
673070,1202,3225,,W,WASHINGTON,BLVD,,90018,02/05/2015,,126B189   863,CITATIONS,South Los Angeles,,O,"(34.04007, -118.31956)"
673071,1102,5205,,S,VIA DONTE,,,90292,02/05/2015,,100-5A149 168,GENERAL,West Los Angeles,,O,"(33.96849, -118.45576)"
673072,8201,1652,,N,TOWER GROVE,DR,,90210,02/05/2015,,150B157   262,SIGNS,West Los Angeles,,O,"(34.10195, -118.42656)"
673074,3123,8831,,N,BRADLEY,AVE,,91352,02/05/2015,,195B173   354,GENERAL,North Valley,,O,"(34.22964, -118.3761)"
673075,1101,110,,N,BARRINGTON,AVE,,90049,02/05/2015,,135B145   481,GENERAL,West Los Angeles,,O,"(34.06568, -118.47046)"
673077,2124,830,,S,ESPERANZA,ST,,90023,02/05/2015,,121-5A227 242,GENERAL,East Los Angeles,,O,"(34.02574, -118.19584)"
673078,2103,3332,,N,BONNIE HILL,DR,,90068,02/05/2015,,159B177   697,GENERAL,South Valley,,O,"(34.1289, -118.35551)"
673079,2111,10825,,W,VENICE,BLVD,,90034,02/05/2015,,117B161   573,GENERAL,West Los Angeles,,O,"(34.01753, -118.40967)"
673080,3123,10967,,W,TUXFORD,ST,,91352,02/05/2015,,198B173   116,GENERAL,North Valley,,O,"(34.2358, -118.36988)"
673081,1114,1025,,W,FLORENCE,AVE,,90044,02/05/2015,,102B197  1115,GENERAL,South Los Angeles,,O,"(33.97478, -118.29276)"
673082,1120,1124,,W,ADAMS,BLVD,,90007,02/05/2015,,123A201    91,GENERAL,South Los Angeles,,O,"(34.03183, -118.28478)"
673084,2131,2713,,W,AVENUE 34,,,90065,02/05/2015,,153A215   135,GENERAL,East Los Angeles,,O,"(34.11397, -118.23578)"
673085,2131,3863,,N,DIVISION,ST,,90065,02/05/2015,,153A219   213,GENERAL,East Los Angeles,,O,"(34.11364, -118.22285)"
673086,2131,3580,,N,EAGLE ROCK,BLVD,,90065,02/05/2015,,154-5A215 261,GENERAL,East Los Angeles,,O,"(34.11631, -118.23497)"
673087,3122,6046,,N,ST CLAIR,AVE,,91606,02/05/2015,,177B165   562,GENERAL,South Valley,,O,"(34.18078, -118.39967)"
673088,3122,13420,,W,SATICOY,ST,,91605,02/05/2015,,186B157   183,GENERAL,North Valley,,O,"(34.20861, -118.42526)"
673090,1130,1829,,S,HI POINT,ST,,90035,02/05/2015,,126B173   418,GENERAL,South Los Angeles,,O,"(34.04276, -118.37171)"
673091,3143,8326,,N,ZELZAH,AVE,,91325,02/05/2015,,192B129   286,GENERAL,North Valley,,O,"(34.22188, -118.52284)"
673092,3124,7774,,N,SHADYSPRING,DR,,91504,02/05/2015,,189B181   477,GENERAL,North Valley,,O,"(34.21223, -118.34544)"
673093,2124,2730,,N,EASTERN,AVE,,90032,02/05/2015,,141A233   307,GENERAL,East Los Angeles,,O,"(34.07852, -118.17786)"
673094,1114,10200,,S,WADSWORTH,AVE,,90002,02/05/2015,,090B209   399,GENERAL,South Los Angeles,,O,"(33.94398, -118.25721)"
673095,3124,10231,,W,MCBROOM,ST,,91040,02/05/2015,,207B181   309,GENERAL,North Valley,,O,"(34.26474, -118.35297)"
673096,3124,7922,,W,APPERSON,ST,,91040,02/05/2015,,204B193   687,GENERAL,North Valley,,O,"(34.25591, -118.30568)"
673098,3124,10437,,N,WHITEGATE,AVE,,91040,02/05/2015,,204B193   212,GENERAL,North Valley,,O,"(34.25892, -118.30504)"
673099,1114,714,,W,97TH,ST,,90044,02/05/2015,,093A199   181,GENERAL,South Los Angeles,,O,"(33.94774, -118.28754)"
673101,3102,10271,,N,HADDON,AVE,,91331,02/05/2015,,204B157   492,GENERAL,North Valley,,O,"(34.25683, -118.42449)"
673102,3102,11391,,N,GLADSTONE,AVE,,91342,02/05/2015,,213B169   881,GENERAL,North Valley,,O,"(34.27702, -118.39218)"
673104,1124,345,,W,83RD,ST,,90003,02/05/2015,,099B201  1148,GENERAL,South Los Angeles,,O,"(33.96427, -118.27998)"
673105,1124,6500,,S,MAIN,ST,,90003,02/05/2015,,105B205  1254,GENERAL,South Los Angeles,,O,"(33.9804, -118.27376)"
673106,1102,7742,,W,REDLANDS,ST,,90045,02/05/2015,,096B153   737,GENERAL,West Los Angeles,,O,"(33.95852, -118.43285)"
673107,2124,727,,S,ORME,AVE,,90023,02/05/2015,,124-5A223 353,GENERAL,East Los Angeles,,O,"(34.0335, -118.21109)"
673108,1101,11901,,W,SUNSET,BLVD,,90049,02/05/2015,,135B141   720,GENERAL,West Los Angeles,,O,"(34.06333, -118.47258)"
673109,1101,711,,N,MUSKINGUM,AVE,,90272,02/05/2015,,129B125   530,GENERAL,West Los Angeles,,O,"(34.04781, -118.53656)"
673111,2144,1465,,W,LANDA,ST,,90026,02/06/2015,,144B213    52,GENERAL,East Los Angeles,,O,"(34.09449, -118.24434)"
673112,2144,1509,,W,LANDA,ST,,90026,02/06/2015,,144B213    37,GENERAL,East Los Angeles,,O,"(34.09465, -118.24478)"
673116,8202,1160,,N,LOGAN,ST,,90026,02/06/2015,,139-5A209 164,SIGNS,East Los Angeles,,O,"(34.07682, -118.25847)"
673117,2304,901,,S,HOOVER,ST,,90006,02/06/2015,,132A201   209,VEIP,Central,,O,"(34.05573, -118.28439)"
673118,2111,1163,,S,POINT VIEW,ST,,90035,02/06/2015,,132B173  1135,GENERAL,Central,,O,"(34.05455, -118.36903)"
673119,2111,910,,S,ROBERTSON,BLVD,,90035,02/06/2015,,132B169   136,GENERAL,Central,,O,"(34.06045, -118.38341)"
673120,2111,998,,S,ROBERTSON,BLVD,,90035,02/06/2015,,132B169   213,GENERAL,Central,,O,"(34.05969, -118.38343)"
673121,3113,4962,,N,MARMOL,DR,,91364,02/06/2015,,169-5A109  13,GENERAL,South Valley,,O,"(34.16047, -118.59036)"
673122,3122,13105,,W,BURTON,ST,,91605,02/06/2015,,192B161   172,GENERAL,North Valley,,O,"(34.22081, -118.41922)"
673123,3122,6225,,N,COLDWATER CANYON,AVE,,91606,02/06/2015,,177B161   255,GENERAL,South Valley,,O,"(34.18387, -118.41424)"
673124,3105,12482,,N,RALSTON,AVE,,91342,02/06/2015,,219B149   444,GENERAL,North Valley,,O,"(34.29719, -118.45224)"
673126,3105,14040,,W,CHAMBERLAIN,ST,,91340,02/06/2015,,210B153   522,GENERAL,North Valley,,O,"(34.27236, -118.43917)"
673128,3105,14034,,W,CHAMBERLAIN,ST,,91340,02/06/2015,,210B153   510,GENERAL,North Valley,,O,"(34.27246, -118.43904)"
673134,3301,8440,,N,SEPULVEDA,BLVD,,91343,02/06/2015,,192B145   253,VEIP,North Valley,,O,"(34.2239, -118.4675)"
673135,2144,1509,,W,LANDA,ST,,90026,02/06/2015,,144B213    37,GENERAL,East Los Angeles,,O,"(34.09465, -118.24478)"
673136,8201,7220,,W,MELROSE,AVE,,90036,02/06/2015,,141B181   630,SIGNS,Central,,O,"(34.08336, -118.34699)"
673137,8201,16206,,W,DEVONSHIRE,ST,,91344,02/06/2015,,204B137   349,SIGNS,North Valley,,O,"(34.25724, -118.48526)"
673141,1133,1172,,S,MUIRFIELD,ROAD,,90019,02/06/2015,,129B185   200,GENERAL,Central,,O,"(34.05279, -118.33299)"
673142,1133,1559,,S,STANLEY,AVE,,90019,02/06/2015,,129B177  1233,GENERAL,Central,,O,"(34.04728, -118.36246)"
673143,2103,3081,,N,HOLLYRIDGE,DR,,90068,02/06/2015,,157-5A191 114,GENERAL,Central,,O,"(34.12476, -118.31781)"
673144,2124,3200,,E,5TH,ST,,90063,02/06/2015,,124-5A225 387,GENERAL,East Los Angeles,,O,"(34.03375, -118.20111)"
673145,2131,1114,,N,OBAN,DR,,90065,02/06/2015,,154-5A221 364,GENERAL,East Los Angeles,,O,"(34.11625, -118.21858)"
673146,1101,318,,E,SUNSET,AVE,,90291,02/06/2015,,109-5A143  90,GENERAL,West Los Angeles,,O,"(33.99519, -118.4747)"
673147,1140,17115,,S,FIGUEROA,ST,,90248,02/06/2015,,066B201   237,GENERAL,Harbor,,O,"(33.87555, -118.28251)"
673176,8133,4422,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 145,PACE,South Los Angeles,,O,"(34.00324, -118.24394)"
673177,8133,4426,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 155,PACE,South Los Angeles,,O,"(34.00309, -118.24393)"
673178,8133,4432,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 178,PACE,South Los Angeles,,O,"(34.00291, -118.24393)"
673179,8133,4500,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 208,PACE,South Los Angeles,,O,"(34.00255, -118.24395)"
673180,8133,4815,,S,HONDURAS,ST,,90011,02/06/2015,,111A213    68,PACE,South Los Angeles,,O,"(33.99967, -118.24424)"
673181,8133,4611,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 319,PACE,South Los Angeles,,O,
673182,8133,4517,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 269,PACE,South Los Angeles,,O,"(34.00219, -118.24423)"
673183,8133,4507,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 237,PACE,South Los Angeles,,O,"(34.00242, -118.24422)"
673184,8133,4430,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 166,PACE,South Los Angeles,,O,"(34.00297, -118.24392)"
673209,8133,4414,,S,HONDURAS,ST,,90011,02/06/2015,,112-5A213 129,PACE,South Los Angeles,,O,"(34.00338, -118.24395)"
673210,1140,1406,,E,108TH,ST,,90059,02/06/2015,,088-5A211  96,GENERAL,South Los Angeles,,O,"(33.9377, -118.24997)"
673217,1133,3130,,W,OLYMPIC,BLVD,,90006,02/06/2015,,129B193   325,GENERAL,Central,,O,"(34.05241, -118.30391)"
361860,2103,4139,,W,CAMERO,AVE,,90027,02/11/2010,02/13/2015,148-5A201 128,GENERAL,Central,1828,O,"(34.101, -118.2817)"
372901,2303,1616,,S,PERRINO,PL,,90023,03/23/2010,02/10/2015,118-5A219  13,VEIP,East Los Angeles,1785,O,"(34.01947, -118.22206)"
487458,2144,944,,N,ROBINSON,ST,,90026,12/19/2012,,142-5A203 301,GENERAL,East Los Angeles,,O,"(34.08432, -118.27716)"
673224,3113,5333,,N,VELOZ,AVE,,91356,02/09/2015,,171B121   179,GENERAL,South Valley,,O,"(34.16748, -118.54008)"
673226,3123,8751,,N,LAUREL CANYON,BLVD,,91352,02/09/2015,,195B165   628,GENERAL,North Valley,,O,"(34.22845, -118.40024)"
673227,3301,8965,,N,HERRICK,AVE,,91352,02/09/2015,,195B173   205,VEIP,North Valley,,O,"(34.23138, -118.37383)"
673228,3122,12360,,W,LA MAIDA,ST,,91607,02/09/2015,,168B165   401,GENERAL,South Valley,,O,"(34.15838, -118.40287)"
673229,2304,1327,,W,228TH,ST,,90501,02/09/2015,,045B193   388,VEIP,Harbor,,O,"(33.81911, -118.30042)"
673230,3306,18551,,W,PARTHENIA,ST,,91324,02/09/2015,,195B125   834,VEIP,North Valley,,O,"(34.22838, -118.53767)"
673231,2124,1620,,N,MURCHISON,ST,,90033,02/09/2015,,133-5A229  42,GENERAL,East Los Angeles,,O,"(34.06126, -118.1945)"
673232,3111,7007,,N,COZYCROFT,AVE,,91306,02/09/2015,,183B109   509,GENERAL,South Valley,,O,"(34.19729, -118.58219)"
673233,3111,20715,,W,ENADIA,WAY,,91306,02/09/2015,,183B109   117,GENERAL,South Valley,,O,"(34.20021, -118.58458)"
673234,3102,11009,,W,LONGFORD,ST,,91342,02/09/2015,,213B173    89,GENERAL,North Valley,,O,"(34.27842, -118.3715)"
673235,2124,3616,,E,PERCY,ST,,90023,02/09/2015,,121-5A227 218,GENERAL,East Los Angeles,,O,"(34.02624, -118.19492)"
673236,1142,20934,,S,BRIGHTON,AVE,,90501,02/09/2015,,051B193    85,GENERAL,Harbor,,O,"(33.83879, -118.30048)"
673237,2123,5046,,E,RANGE VIEW,AVE,,90042,02/09/2015,,156A225    44,GENERAL,East Los Angeles,,O,"(34.12365, -118.20452)"
673238,1114,201,,W,101ST,ST,,90003,02/09/2015,,091-5A203 143,GENERAL,South Los Angeles,,O,"(33.94476, -118.27639)"
673239,8135,983,,E,47TH,ST,,90011,02/09/2015,,112-5A209 281,PACE,South Los Angeles,,O,"(34.00092, -118.25838)"
673240,8135,956,,E,47TH,ST,,90011,02/09/2015,,112-5A209 348,PACE,South Los Angeles,,O,"(34.00066, -118.2588)"
673241,8135,933,,E,47TH,ST,,90011,02/09/2015,,112-5A209 285,PACE,South Los Angeles,,O,"(34.00092, -118.25928)"
673242,8135,928,,E,47TH,ST,,90011,02/09/2015,,112-5A209 351,PACE,South Los Angeles,,O,"(34.00066, -118.2593)"
673243,8135,917,,E,47TH,ST,,90011,02/09/2015,,112-5A209 287,PACE,South Los Angeles,,O,"(34.00092, -118.25949)"
673244,8135,890,,E,47TH,ST,,90011,02/09/2015,,112-5A209 355,PACE,South Los Angeles,,O,"(34.00065, -118.25995)"
673245,8135,877,,E,47TH,ST,,90011,02/09/2015,,112-5A209 293,PACE,South Los Angeles,,O,"(34.00092, -118.26027)"
673246,8135,859,,E,47TH,ST,,90011,02/09/2015,,112-5A209 295,PACE,South Los Angeles,,O,"(34.00092, -118.26053)"
673287,8135,803,,E,47TH,ST,,90011,02/09/2015,,112-5A207 306,PACE,South Los Angeles,,O,"(34.00084, -118.2616)"
673288,8135,783,,E,47TH,ST,,90011,02/09/2015,,112-5A207 308,PACE,South Los Angeles,,O,"(34.00084, -118.26193)"
673289,8135,774,,E,47TH,ST,,90011,02/09/2015,,112-5A207 357,PACE,South Los Angeles,,O,"(34.00054, -118.26211)"
673290,8135,775,,E,47TH,ST,,90011,02/09/2015,,112-5A207 309,PACE,South Los Angeles,,O,"(34.00084, -118.2621)"
673291,8135,765,,E,47TH,ST,,90011,02/09/2015,,112-5A207 311,PACE,South Los Angeles,,O,"(34.00083, -118.26227)"
673292,8135,764,,E,47TH,ST,,90011,02/09/2015,,112-5A207 358,PACE,South Los Angeles,,O,"(34.00054, -118.26221)"
673293,8135,727,,E,47TH,ST,,90011,02/09/2015,,112-5A207 316,PACE,South Los Angeles,,O,"(34.00082, -118.26282)"
673294,8135,717,,E,47TH,ST,,90011,02/09/2015,,112-5A207 317,PACE,South Los Angeles,,O,"(34.00083, -118.26308)"
673295,8135,700,,E,47TH,ST,,90011,02/09/2015,,112-5A207 368,PACE,South Los Angeles,,O,"(34.00053, -118.26343)"
673296,8135,691,,E,47TH,ST,,90011,02/09/2015,,112-5A207 320,PACE,South Los Angeles,,O,"(34.00082, -118.26357)"
673297,8135,652,,E,47TH,ST,,90011,02/09/2015,,112-5A207 373,PACE,South Los Angeles,,O,"(34.00051, -118.26425)"
673373,8135,1280,,E,47TH,ST,,90011,02/09/2015,,112-5A211 351,PACE,South Los Angeles,,O,"(34.00099, -118.25237)"
673374,8135,1270,,E,47TH,ST,,90011,02/09/2015,,112-5A211 353,PACE,South Los Angeles,,O,"(34.00099, -118.2526)"
673375,8135,1260,,E,47TH,PL,,90011,02/09/2015,,112-5A211 430,PACE,South Los Angeles,,O,"(34.00045, -118.25283)"
673376,8135,1250,,E,47TH,ST,,90011,02/09/2015,,112-5A211 356,PACE,South Los Angeles,,O,"(34.00098, -118.25295)"
673377,8135,1253,,E,47TH,PL,,90011,02/09/2015,,112-5A211 376,PACE,South Los Angeles,,O,"(34.00065, -118.25297)"
673403,8135,1261,,E,47TH,ST,,90011,02/09/2015,,112-5A211 276,PACE,South Los Angeles,,O,"(34.00124, -118.25285)"
673409,8135,1237,,E,47TH,ST,,90011,02/09/2015,,112-5A211 280,PACE,South Los Angeles,,O,"(34.00125, -118.25334)"
673410,8135,1232,,E,47TH,ST,,90011,02/09/2015,,112-5A211 359,PACE,South Los Angeles,,O,"(34.00098, -118.25336)"
673411,8135,1226,,E,47TH,ST,,90011,02/09/2015,,112-5A211 360,PACE,South Los Angeles,,O,"(34.00099, -118.25357)"
673412,8135,1220,,E,47TH,ST,,90011,02/09/2015,,112-5A211 361,PACE,South Los Angeles,,O,"(34.00099, -118.25363)"
673413,8135,1215,,E,47TH,PL,,90011,02/09/2015,,112-5A211 383,PACE,South Los Angeles,,O,"(34.00065, -118.25375)"
673414,8135,1214,,E,47TH,ST,,90011,02/09/2015,,112-5A211 362,PACE,South Los Angeles,,O,"(34.00098, -118.25382)"
673415,8135,1208,,E,47TH,ST,,90011,02/09/2015,,112-5A211 363,PACE,South Los Angeles,,O,"(34.00099, -118.2539)"
673439,8135,1209,,E,47TH,PL,,90011,02/09/2015,,112-5A211 384,PACE,South Los Angeles,,O,"(34.00065, -118.25389)"
673445,8135,1193,,E,47TH,ST,,90011,02/09/2015,,112-5A209 248,PACE,South Los Angeles,,O,"(34.00122, -118.25421)"
673446,8135,1202,,E,47TH,ST,,90011,02/09/2015,,112-5A209 302,PACE,South Los Angeles,,O,"(34.00094, -118.25409)"
673449,8135,1163,,E,47TH,ST,,90011,02/09/2015,,112-5A209 252,PACE,South Los Angeles,,O,"(34.00121, -118.25489)"
673450,8135,1160,,E,47TH,ST,,90011,02/09/2015,,112-5A209 309,PACE,South Los Angeles,,O,"(34.00094, -118.25494)"
673451,8135,1156,,E,47TH,ST,,90011,02/09/2015,,112-5A209 310,PACE,South Los Angeles,,O,"(34.00094, -118.25508)"
